Sw H+ Iono H	South to North	T = 12:00:00	
Nightside		Dayside	
X[R]	Z[R]	X[R]	Z[R]
-2.80E-07	-0.469273907	-2.47E-07	-0.406218441
-3.32E-07	-0.469275651	-1.15E-07	-0.406218719
2.66E-07	-0.46927618	-4.19E-07	-0.406220058
2.98E-07	-0.469277791	3.44E-07	-0.40622102
-2.39E-07	-0.469278264	3.62E-07	-0.406222694
-2.99E-07	-0.469279792	-2.96E-07	-0.406223532
2.31E-07	-0.469280315	-2.96E-07	-0.406224932
2.33E-07	-0.469281648	2.27E-07	-0.406225688
-1.84E-07	-0.469282036	2.77E-07	-0.406226893
-3.92E-07	-0.469283637	-2.22E-07	-0.406227557
3.19E-07	-0.469284232	-3.99E-07	-0.406229071
3.43E-07	-0.469286127	3.23E-07	-0.406230011
-2.79E-07	-0.469286652	3.52E-07	-0.406231616
-3.05E-07	-0.469288321	-2.84E-07	-0.406232446
2.35E-07	-0.46928886	-2.88E-07	-0.4062338
2.76E-07	-0.469290317	2.19E-07	-0.406234543
-2.21E-07	-0.469290757	2.99E-07	-0.406235789
-2.47E-07	-0.469292094	-2.40E-07	-0.406236502
1.98E-07	-0.469292487	-2.66E-07	-0.406237707
2.49E-07	-0.469293758	2.14E-07	-0.406238341
-1.93E-07	-0.469294193	9.80E-08	-0.406238587
-2.17E-07	-0.469295363	1.35E-07	-0.406239148
1.60E-07	-0.469295782	-9.81E-08	-0.406239518
1.84E-07	-0.469296765	1.83E-07	-0.406240299
-1.40E-07	-0.469297103	-1.38E-07	-0.406240779
-1.81E-07	-0.469298014	-1.68E-07	-0.406241512
1.39E-07	-0.469298339	1.22E-07	-0.40624197
6.07E-08	-0.469298583	5.28E-08	-0.406242117
9.33E-08	-0.469299017	2.18E-08	-0.406242183
-6.60E-08	-0.469299212	-4.34E-08	-0.40624235
1.28E-07	-0.469299801	-3.50E-07	-0.406243152
-9.35E-08	-0.469300056	2.95E-07	-0.406243915
-1.27E-07	-0.46930068	2.96E-07	-0.406245313
9.05E-08	-0.469300942	-2.34E-07	-0.406246036
3.83E-08	-0.469301105	-2.70E-07	-0.406247238
6.13E-08	-0.469301385	2.14E-07	-0.406247893
-4.25E-08	-0.469301518	2.25E-07	-0.406248935
-1.75E-08	-0.469301596	-1.69E-07	-0.406249525
-3.08E-08	-0.469301731	-2.71E-07	-0.406250591
2.10E-08	-0.469301799	2.19E-07	-0.406251232
3.73E-08	-0.469301962	3.64E-07	-0.406252646
-2.54E-08	-0.469302045	-2.94E-07	-0.406253505
-1.03E-08	-0.469302092	-3.21E-07	-0.406254967
-1.92E-08	-0.469302175	2.59E-07	-0.406255727
1.30E-08	-0.469302218	2.99E-07	-0.406257059
3.40E-07	-0.469303149	-2.31E-07	-0.406257819
-2.83E-07	-0.469303624	-2.34E-07	-0.40625892
-2.90E-07	-0.469305268	1.84E-07	-0.406259498
2.27E-07	-0.469305757	2.16E-07	-0.406260452
2.68E-07	-0.469307169	-1.70E-07	-0.40626098
-2.12E-07	-0.469307616	-7.67E-08	-0.406261179
-2.26E-07	-0.469308869	-1.10E-07	-0.406261629
1.69E-07	-0.469309296	7.91E-08	-0.406261933
7.51E-08	-0.469309591	-1.51E-07	-0.406262564
1.04E-07	-0.469310098	1.12E-07	-0.406262964
-7.40E-08	-0.469310315	1.42E-07	-0.406263571
-3.12E-08	-0.469310449	-1.02E-07	-0.40626396
-1.27E-08	-0.469310506	-4.38E-08	-0.406264084
-2.36E-08	-0.469310608	-3.19E-07	-0.406265012
1.60E-08	-0.46931066	2.54E-07	-0.406265785
-3.20E-08	-0.469310798	3.44E-07	-0.406267224
-4.01E-07	-0.469311764	-2.67E-07	-0.406268092
3.37E-07	-0.469312305	-2.68E-07	-0.406269359
3.39E-07	-0.469314247	2.12E-07	-0.406270017
-2.83E-07	-0.469314717	2.46E-07	-0.406271109
-1.36E-07	-0.469315178	-1.95E-07	-0.406271708
-1.71E-07	-0.469316049	-2.05E-07	-0.406272658
1.27E-07	-0.469316377	1.54E-07	-0.406273197
-2.25E-07	-0.469317496	2.51E-07	-0.40627418
1.74E-07	-0.46931789	-2.03E-07	-0.406274773
1.96E-07	-0.469318946	-3.36E-07	-0.40627608
-1.45E-07	-0.469319326	2.71E-07	-0.406276873
-2.95E-07	-0.469320551	2.96E-07	-0.406278223
2.40E-07	-0.469321001	-2.39E-07	-0.406278925
3.75E-07	-0.469322733	-2.43E-07	-0.406280067
-3.03E-07	-0.469323317	1.85E-07	-0.406280695
-3.32E-07	-0.469325134	8.34E-08	-0.406280909
2.68E-07	-0.469325651	1.10E-07	-0.406281374
3.14E-07	-0.46932731	-7.90E-08	-0.406281679
-2.42E-07	-0.469327862	-1.14E-07	-0.406282144
-2.78E-07	-0.469329345	8.02E-08	-0.406282464
2.22E-07	-0.469329788	3.36E-08	-0.406282562
2.49E-07	-0.469331133	5.56E-08	-0.406282779
-1.99E-07	-0.46933153	-3.83E-08	-0.406282939
-2.06E-07	-0.469332691	-1.57E-08	-0.406282987
1.55E-07	-0.46933307	-2.81E-08	-0.406283094
1.87E-07	-0.469334046	1.91E-08	-0.406283176
-1.37E-07	-0.469334417	-3.81E-08	-0.406283321
-3.38E-07	-0.469335727	2.59E-08	-0.406283432
2.75E-07	-0.469336234	1.05E-08	-0.406283465
2.94E-07	-0.469337865	1.97E-08	-0.406283538
-2.39E-07	-0.469338311	-1.33E-08	-0.406283596
-2.40E-07	-0.469339689	-5.34E-09	-0.406283613
1.84E-07	-0.46934012	-3.70E-07	-0.406284592
2.37E-07	-0.469341316	2.97E-07	-0.406285478
-1.90E-07	-0.469341691	1.44E-07	-0.406285801
-2.12E-07	-0.46934284	1.62E-07	-0.406286531
1.62E-07	-0.469343222	-1.20E-07	-0.406286964
2.05E-07	-0.469344265	-1.55E-07	-0.406287623
-1.58E-07	-0.469344626	1.11E-07	-0.40628805
-3.04E-07	-0.469345916	3.41E-07	-0.406289178
2.37E-07	-0.469346434	-2.79E-07	-0.406289965
1.11E-07	-0.469346829	-2.96E-07	-0.406291329
4.79E-08	-0.469347026	2.41E-07	-0.406292016
7.62E-08	-0.469347375	2.41E-07	-0.406293159
-5.35E-08	-0.469347536	-1.85E-07	-0.406293776
1.05E-07	-0.469348011	-2.14E-07	-0.406294728
-7.55E-08	-0.469348223	1.57E-07	-0.406295303
-3.15E-08	-0.469348361	3.42E-07	-0.406296532
6.25E-08	-0.469348636	-2.78E-07	-0.406297332
3.83E-07	-0.469349476	-3.00E-07	-0.406298706
-3.24E-07	-0.469349979	2.43E-07	-0.406299409
-3.24E-07	-0.469351842	2.45E-07	-0.406300565
2.58E-07	-0.46935237	-1.87E-07	-0.406301194
2.94E-07	-0.469353946	-8.48E-08	-0.40630141
-2.34E-07	-0.469354422	-2.87E-07	-0.406302341
-3.15E-07	-0.469355978	2.27E-07	-0.406303046
2.44E-07	-0.469356527	2.42E-07	-0.406304159
2.45E-07	-0.469357931	-1.81E-07	-0.406304796
-1.94E-07	-0.469358337	-3.07E-07	-0.406305984
-4.05E-07	-0.469360004	2.48E-07	-0.406306709
3.29E-07	-0.46936062	2.71E-07	-0.406307945
3.55E-07	-0.469362579	-2.19E-07	-0.406308586
-2.88E-07	-0.469363123	-2.52E-07	-0.406309709
-2.90E-07	-0.469364782	1.94E-07	-0.406310347
2.21E-07	-0.469365306	2.20E-07	-0.406311335
2.94E-07	-0.469366768	-1.63E-07	-0.406311925
-2.36E-07	-0.469367231	-1.88E-07	-0.406312761
-2.62E-07	-0.469368656	1.42E-07	-0.40631325
2.11E-07	-0.469369069	1.85E-07	-0.406314036
2.16E-07	-0.469370292	-1.42E-07	-0.406314511
-1.63E-07	-0.469370687	-1.65E-07	-0.406315242
-1.95E-07	-0.469371709	1.21E-07	-0.406315686
1.43E-07	-0.469372095	5.26E-08	-0.40631583
3.45E-07	-0.469373444	7.71E-08	-0.406316144
-2.81E-07	-0.469373963	-5.42E-08	-0.406316361
-3.01E-07	-0.46937563	-8.38E-08	-0.406316695
2.45E-07	-0.469376087	5.84E-08	-0.406316933
2.46E-07	-0.469377495	2.42E-08	-0.406317006
-1.88E-07	-0.469377937	4.17E-08	-0.406317166
-8.54E-08	-0.469378257	-2.85E-08	-0.406317286
-2.84E-07	-0.469379268	-1.16E-08	-0.406317322
2.24E-07	-0.46937974	-2.13E-08	-0.406317402
2.39E-07	-0.469381067	1.44E-08	-0.406317464
-1.79E-07	-0.469381518	2.66E-08	-0.406317564
-7.95E-08	-0.469381829	-1.80E-08	-0.406317642
-1.10E-07	-0.469382366	-7.26E-09	-0.406317665
7.83E-08	-0.469382594	-1.38E-08	-0.406317716
3.05E-07	-0.469383636	9.29E-09	-0.406317757
-2.50E-07	-0.469384082	1.74E-08	-0.406317822
-2.63E-07	-0.469385552	3.67E-07	-0.406318736
2.04E-07	-0.469386007	-2.95E-07	-0.406319607
2.48E-07	-0.469387294	-1.44E-07	-0.406319927
-1.94E-07	-0.469387715	-2.54E-07	-0.406320897
-3.19E-07	-0.469389156	1.98E-07	-0.406321532
2.49E-07	-0.469389705	2.18E-07	-0.406322522
2.49E-07	-0.469391133	-1.62E-07	-0.406323102
-1.98E-07	-0.469391539	-7.13E-08	-0.406323294
-2.26E-07	-0.469392748	-1.01E-07	-0.406323709
1.80E-07	-0.469393113	7.15E-08	-0.406323992
8.15E-08	-0.46939342	3.01E-07	-0.406324932
1.15E-07	-0.469393976	-2.48E-07	-0.406325621
-8.30E-08	-0.469394209	-2.60E-07	-0.406326825
1.57E-07	-0.469394954	2.02E-07	-0.406327478
-1.17E-07	-0.46939525	2.44E-07	-0.406328545
-1.46E-07	-0.469395999	-1.91E-07	-0.406329153
1.06E-07	-0.469396291	-2.09E-07	-0.406330104
2.88E-07	-0.469397375	1.55E-07	-0.406330658
-2.35E-07	-0.469397805	2.84E-07	-0.406331729
-3.47E-07	-0.469399448	-2.30E-07	-0.406332397
2.79E-07	-0.46939999	-3.70E-07	-0.406333851
3.08E-07	-0.469401668	2.98E-07	-0.406334725
-2.48E-07	-0.469402149	3.27E-07	-0.406336213
-2.52E-07	-0.469403584	-2.64E-07	-0.406336987
1.92E-07	-0.469404045	-3.07E-07	-0.406338348
2.02E-07	-0.469405173	2.37E-07	-0.406339126
-1.57E-07	-0.469405525	2.40E-07	-0.406340255
-1.91E-07	-0.469406515	-1.89E-07	-0.406340847
1.43E-07	-0.469406877	-2.21E-07	-0.406341825
-2.48E-07	-0.469408127	1.75E-07	-0.406342366
1.93E-07	-0.469408554	2.55E-07	-0.406343402
3.35E-07	-0.469410035	-1.98E-07	-0.406344042
-2.61E-07	-0.469410609	-3.53E-07	-0.406345384
-2.61E-07	-0.469412108	2.75E-07	-0.406346266
2.08E-07	-0.469412532	2.75E-07	-0.406347569
4.05E-07	-0.469414242	-2.19E-07	-0.406348236
-3.29E-07	-0.469414861	-2.49E-07	-0.406349352
-3.56E-07	-0.469416822	1.99E-07	-0.406349954
2.88E-07	-0.469417368	9.02E-08	-0.406350183
2.91E-07	-0.469419031	1.27E-07	-0.406350706
-2.22E-07	-0.469419558	-9.16E-08	-0.406351055
-2.31E-07	-0.469420857	1.73E-07	-0.406351785
1.80E-07	-0.469421255	-1.29E-07	-0.40635224
2.17E-07	-0.469422387	-1.60E-07	-0.406352934
-1.70E-07	-0.469422755	1.16E-07	-0.406353372
-1.85E-07	-0.469423772	3.13E-07	-0.406354438
1.38E-07	-0.469424124	-2.56E-07	-0.406355164
1.74E-07	-0.46942501	-2.73E-07	-0.40635642
-1.26E-07	-0.46942536	2.22E-07	-0.406357055
-3.57E-07	-0.469426687	2.34E-07	-0.406358136
2.92E-07	-0.469427218	-1.80E-07	-0.406358731
3.10E-07	-0.469428942	-2.05E-07	-0.406359648
-2.53E-07	-0.469429408	1.51E-07	-0.406360199
-2.53E-07	-0.469430861	6.61E-08	-0.40636038
1.94E-07	-0.469431313	9.58E-08	-0.40636077
2.45E-07	-0.469432561	-6.75E-08	-0.40636104
-1.96E-07	-0.469432948	-3.11E-07	-0.406361998
-2.19E-07	-0.469434135	2.57E-07	-0.406362709
1.67E-07	-0.46943453	3.47E-07	-0.406364161
2.12E-07	-0.469435608	-2.79E-07	-0.40636499
-1.64E-07	-0.469435981	-3.09E-07	-0.406366391
-1.86E-07	-0.46943698	2.49E-07	-0.406367129
1.37E-07	-0.46943734	2.54E-07	-0.406368321
2.84E-07	-0.469438511	-1.93E-07	-0.406368982
-2.30E-07	-0.469438942	-2.78E-07	-0.406370118
-3.60E-07	-0.469440603	2.24E-07	-0.406370779
2.90E-07	-0.469441162	2.47E-07	-0.4063719
3.18E-07	-0.469442902	-1.99E-07	-0.406372488
-2.57E-07	-0.469443398	-2.03E-07	-0.40637344
-3.01E-07	-0.469444987	1.54E-07	-0.406373966
2.32E-07	-0.469445515	1.83E-07	-0.406374772
1.07E-07	-0.469445906	-1.34E-07	-0.406375268
1.35E-07	-0.469446594	-5.80E-08	-0.406375429
-9.75E-08	-0.469446865	-2.40E-08	-0.406375501
-2.78E-07	-0.469447899	4.78E-08	-0.406375686
2.28E-07	-0.469448313	3.64E-07	-0.406376512
3.32E-07	-0.469449894	-3.07E-07	-0.406377304
-2.68E-07	-0.469450413	-3.07E-07	-0.406378758
-2.95E-07	-0.469452022	2.44E-07	-0.406379508
2.38E-07	-0.469452483	2.80E-07	-0.406380757
2.83E-07	-0.469453965	-2.23E-07	-0.406381437
-2.18E-07	-0.46945446	-2.33E-07	-0.406382519
-1.01E-07	-0.469454828	1.76E-07	-0.406383131
-4.30E-08	-0.469455008	2.80E-07	-0.406384235
-6.99E-08	-0.469455326	-2.26E-07	-0.406384898
4.88E-08	-0.469455475	-2.48E-07	-0.406386025
-9.61E-08	-0.469455907	2.00E-07	-0.406386611
6.87E-08	-0.469456104	9.19E-08	-0.40638684
2.86E-08	-0.46945623	1.26E-07	-0.406387364
-5.68E-08	-0.469456479	-9.14E-08	-0.406387707
-3.88E-07	-0.469457346	1.70E-07	-0.406388434
3.28E-07	-0.469457859	-1.29E-07	-0.406388878
3.28E-07	-0.469459744	-1.55E-07	-0.406389557
-2.75E-07	-0.46946019	1.13E-07	-0.406389979
-1.33E-07	-0.469460635	2.83E-07	-0.406390958
-3.64E-07	-0.469462004	-2.30E-07	-0.406391615
2.97E-07	-0.469462547	-3.45E-07	-0.406393007
3.17E-07	-0.469464306	2.78E-07	-0.406393826
-2.58E-07	-0.469464783	3.06E-07	-0.406395217
-2.71E-07	-0.469466298	-2.47E-07	-0.406395944
2.08E-07	-0.469466776	-2.51E-07	-0.406397124
9.55E-08	-0.469467129	1.91E-07	-0.406397775
4.07E-08	-0.4694673	8.60E-08	-0.406397996
6.67E-08	-0.469467602	3.12E-07	-0.406398995
-4.65E-08	-0.469467745	-2.46E-07	-0.406399759
9.17E-08	-0.469468156	-3.62E-07	-0.40640123
-6.54E-08	-0.469468344	2.81E-07	-0.40640214
-9.57E-08	-0.469468799	2.82E-07	-0.406403476
6.73E-08	-0.469469001	-2.24E-07	-0.406404165
2.81E-08	-0.469469124	-2.58E-07	-0.406405313
4.70E-08	-0.469469335	2.05E-07	-0.406405939
-3.23E-08	-0.469469437	2.15E-07	-0.406406934
-5.51E-08	-0.469469682	-1.61E-07	-0.406407497
3.78E-08	-0.469469803	-7.20E-08	-0.406407687
1.54E-08	-0.469469873	-2.96E-07	-0.406408613
2.81E-08	-0.469469995	2.34E-07	-0.406409337
-1.90E-08	-0.469470058	3.38E-07	-0.406410717
-7.70E-09	-0.469470093	-2.62E-07	-0.406411568
-1.46E-08	-0.469470155	-2.63E-07	-0.406412813
9.81E-09	-0.469470188	2.09E-07	-0.406413457
3.27E-07	-0.469471074	4.27E-07	-0.406415017
-2.72E-07	-0.469471528	-3.47E-07	-0.406416018
-2.78E-07	-0.469473106	-3.75E-07	-0.406417734
2.18E-07	-0.469473575	3.04E-07	-0.406418614
2.57E-07	-0.46947493	3.06E-07	-0.406420059
-2.03E-07	-0.469475357	-2.33E-07	-0.406420848
-2.17E-07	-0.46947656	-2.43E-07	-0.406421979
1.62E-07	-0.469476968	1.89E-07	-0.406422588
1.79E-07	-0.469477944	2.28E-07	-0.406423586
-1.37E-07	-0.469478265	-1.79E-07	-0.406424152
-4.02E-07	-0.469479746	-2.87E-07	-0.406425284
3.29E-07	-0.469480344	2.24E-07	-0.406426004
3.49E-07	-0.469482287	1.04E-07	-0.406426257
-2.85E-07	-0.469482812	2.78E-07	-0.406427204
-2.85E-07	-0.469484449	-2.18E-07	-0.406427889
2.19E-07	-0.469484959	-2.35E-07	-0.406428967
9.97E-08	-0.46948533	1.76E-07	-0.406429588
3.22E-07	-0.469486484	7.77E-08	-0.406429795
-2.54E-07	-0.469487018	1.08E-07	-0.406430244
-1.20E-07	-0.469487435	-7.69E-08	-0.406430546
-5.22E-08	-0.469487648	-3.24E-08	-0.406430641
-8.15E-08	-0.469488024	-3.27E-07	-0.406431565
5.75E-08	-0.469488195	2.61E-07	-0.406432355
-1.12E-07	-0.469488708	3.45E-07	-0.40643381
8.13E-08	-0.469488932	-2.67E-07	-0.40643468
1.12E-07	-0.46948948	-2.69E-07	-0.406435951
-7.98E-08	-0.469489712	2.12E-07	-0.40643661
-3.36E-08	-0.469489857	2.46E-07	-0.406437706
-5.44E-08	-0.469490105	-1.95E-07	-0.406438306
3.76E-08	-0.469490222	-2.06E-07	-0.40643926
6.26E-08	-0.469490504	1.55E-07	-0.406439801
-4.31E-08	-0.469490641	6.89E-08	-0.406439983
-1.76E-08	-0.46949072	9.46E-08	-0.406440377
-3.17E-08	-0.469490858	-6.74E-08	-0.40644064
2.15E-08	-0.469490929	-9.94E-08	-0.406441043
8.73E-09	-0.469490969	6.99E-08	-0.406441324
3.51E-09	-0.469490985	2.91E-08	-0.40644141
-7.02E-09	-0.469491015	4.89E-08	-0.4064416
-3.26E-07	-0.46949185	-3.36E-08	-0.406441741
2.73E-07	-0.469492297	-1.37E-08	-0.406441783
3.15E-07	-0.469493975	-2.48E-08	-0.406441877
-2.52E-07	-0.469494477	1.69E-08	-0.406441949
-2.83E-07	-0.469496005	3.07E-08	-0.406442065
2.26E-07	-0.469496454	-2.08E-08	-0.406442155
2.33E-07	-0.469497773	-8.41E-09	-0.406442181
-1.76E-07	-0.469498202	-1.59E-08	-0.40644224
-7.92E-08	-0.469498506	1.07E-08	-0.406442287
-1.06E-07	-0.469499032	1.98E-08	-0.406442362
7.60E-08	-0.469499251	3.66E-07	-0.406443268
1.11E-07	-0.469499778	-2.95E-07	-0.406444138
-7.80E-08	-0.469500011	-1.45E-07	-0.406444457
-3.26E-08	-0.469500153	-6.40E-08	-0.406444628
-1.33E-08	-0.469500213	-9.53E-08	-0.406445013
2.65E-08	-0.469500326	6.79E-08	-0.406445278
3.72E-07	-0.46950123	-1.31E-07	-0.406445819
-3.12E-07	-0.469501732	9.63E-08	-0.40644617
-3.15E-07	-0.469503531	3.30E-07	-0.406447238
2.62E-07	-0.469503967	-2.61E-07	-0.406448049
1.26E-07	-0.469504394	-1.24E-07	-0.406448339
3.66E-07	-0.469505746	-5.38E-08	-0.406448487
-3.00E-07	-0.46950629	-8.38E-08	-0.406448821
-3.18E-07	-0.46950806	5.91E-08	-0.406449056
2.59E-07	-0.469508538	-1.15E-07	-0.406449524
2.69E-07	-0.469510054	8.37E-08	-0.406449839
-2.07E-07	-0.469510531	1.15E-07	-0.406450318
-9.50E-08	-0.469510882	-8.20E-08	-0.406450639
-1.21E-07	-0.469511496	-3.46E-08	-0.406450739
8.74E-08	-0.469511741	-5.59E-08	-0.406450959
1.23E-07	-0.469512336	3.86E-08	-0.406451119
-8.71E-08	-0.469512591	6.42E-08	-0.406451369
-3.66E-08	-0.469512749	-4.42E-08	-0.406451553
-5.98E-08	-0.46951302	-1.81E-08	-0.406451608
4.13E-08	-0.46951315	-3.25E-08	-0.406451732
1.69E-08	-0.469513226	2.21E-08	-0.406451826
3.01E-08	-0.469513358	8.95E-09	-0.406451854
-2.05E-08	-0.469513425	1.68E-08	-0.406451917
4.08E-08	-0.469513602	-1.13E-08	-0.406451966
-2.78E-08	-0.469513692	-4.56E-09	-0.406451981
-4.76E-08	-0.469513904	-8.79E-09	-0.406452013
3.28E-08	-0.469514007	5.90E-09	-0.406452039
-6.51E-08	-0.469514294	1.14E-08	-0.406452081
-4.06E-07	-0.469515187	-7.63E-09	-0.406452115
3.43E-07	-0.469515719	-3.07E-09	-0.406452124
3.44E-07	-0.469517693	-6.00E-09	-0.406452147
-2.73E-07	-0.469518253	4.01E-09	-0.406452164
-3.12E-07	-0.469519923	1.61E-09	-0.406452169
2.48E-07	-0.469520427	3.18E-09	-0.406452181
2.59E-07	-0.469521882	-2.12E-09	-0.40645219
-1.95E-07	-0.469522364	4.25E-09	-0.406452206
-3.07E-07	-0.469523777	-2.84E-09	-0.406452219
2.47E-07	-0.469524252	-1.14E-09	-0.406452222
2.71E-07	-0.469525737	-2.26E-09	-0.40645223
-2.19E-07	-0.469526159	1.51E-09	-0.406452237
-1.01E-07	-0.469526529	2.98E-09	-0.406452248
-1.38E-07	-0.469527204	3.67E-07	-0.4064532
1.00E-07	-0.469527479	-2.95E-07	-0.406454076
-1.87E-07	-0.469528377	-1.44E-07	-0.406454396
1.41E-07	-0.469528721	-2.61E-07	-0.406455383
1.70E-07	-0.469529608	2.04E-07	-0.406456034
-1.24E-07	-0.469529945	2.24E-07	-0.40645705
-5.36E-08	-0.469530166	-1.66E-07	-0.406457645
-3.41E-07	-0.469531228	-7.33E-08	-0.406457842
2.71E-07	-0.469531782	-3.50E-07	-0.406458913
1.30E-07	-0.469532224	2.77E-07	-0.406459766
2.68E-07	-0.469533332	1.33E-07	-0.406460073
-2.09E-07	-0.469533786	5.78E-08	-0.406460232
-2.29E-07	-0.46953504	8.93E-08	-0.406460588
1.70E-07	-0.469535475	-6.31E-08	-0.406460838
1.91E-07	-0.469536507	1.23E-07	-0.406461338
-1.45E-07	-0.469536851	-8.93E-08	-0.406461672
-1.86E-07	-0.469537793	-3.76E-08	-0.406461782
1.43E-07	-0.46953812	7.43E-08	-0.406462074
6.28E-08	-0.469538371	3.99E-07	-0.406462926
9.55E-08	-0.469538817	-3.38E-07	-0.406463786
-6.77E-08	-0.469539016	-3.40E-07	-0.406465394
1.31E-07	-0.469539621	2.71E-07	-0.406466217
-9.59E-08	-0.46953988	3.07E-07	-0.406467596
-1.29E-07	-0.469540516	-2.45E-07	-0.406468337
9.19E-08	-0.46954078	-2.55E-07	-0.406469524
3.89E-08	-0.469540946	1.92E-07	-0.406470189
6.20E-08	-0.46954123	8.60E-08	-0.406470414
-4.30E-08	-0.469541364	1.16E-07	-0.406470901
-1.77E-08	-0.469541443	-8.31E-08	-0.406471224
-3.10E-08	-0.469541579	-3.51E-08	-0.406471326
2.12E-08	-0.469541648	-5.62E-08	-0.406471548
3.75E-08	-0.469541812	3.90E-08	-0.406471708
-2.55E-08	-0.469541895	6.43E-08	-0.406471959
-1.04E-08	-0.469541943	-4.43E-08	-0.406472144
-4.17E-09	-0.469541962	-1.82E-08	-0.406472199
8.35E-09	-0.469541998	-3.25E-08	-0.406472323
3.44E-07	-0.469542875	2.21E-08	-0.406472417
-2.87E-07	-0.469543345	3.81E-08	-0.406472563
-2.91E-07	-0.469545006	3.75E-07	-0.406473445
2.29E-07	-0.469545492	-3.03E-07	-0.406474331
2.68E-07	-0.469546912	-1.49E-07	-0.406474657
-2.12E-07	-0.469547354	-6.64E-08	-0.406474833
-2.25E-07	-0.469548608	-9.80E-08	-0.40647523
1.69E-07	-0.469549031	7.00E-08	-0.406475502
2.83E-07	-0.4695503	-1.34E-07	-0.406476059
-2.29E-07	-0.469550736	9.92E-08	-0.406476419
-3.76E-07	-0.469552435	1.29E-07	-0.406476967
3.21E-07	-0.469552904	-9.27E-08	-0.406477322
1.60E-07	-0.469553409	-3.95E-08	-0.406477435
3.51E-07	-0.469554828	-6.17E-08	-0.40647768
-2.86E-07	-0.469555359	4.29E-08	-0.406477855
-3.07E-07	-0.469557057	6.96E-08	-0.406478129
2.49E-07	-0.469557525	-4.81E-08	-0.406478328
2.51E-07	-0.469558963	-1.98E-08	-0.406478388
-1.92E-07	-0.469559415	-3.50E-08	-0.406478521
-2.52E-07	-0.469560675	2.38E-08	-0.406478623
2.03E-07	-0.469561072	3.39E-07	-0.40647956
2.25E-07	-0.469562295	-2.82E-07	-0.406480321
-1.72E-07	-0.4695627	-2.89E-07	-0.406481675
-2.18E-07	-0.469563809	2.26E-07	-0.406482392
1.68E-07	-0.469564191	2.69E-07	-0.406483575
1.91E-07	-0.469565217	-2.11E-07	-0.406484237
-1.41E-07	-0.469565585	-3.23E-07	-0.406485531
-6.16E-08	-0.469565833	2.51E-07	-0.406486342
-2.56E-08	-0.469565946	2.52E-07	-0.406487534
-4.50E-08	-0.469566144	-2.00E-07	-0.406488148
3.09E-08	-0.469566242	-2.29E-07	-0.406489171
-6.14E-08	-0.469566511	1.82E-07	-0.406489727
4.28E-08	-0.469566642	2.50E-07	-0.406490768
6.87E-08	-0.469566956	-1.94E-07	-0.406491397
-4.76E-08	-0.469567104	-2.17E-07	-0.406492374
-3.48E-07	-0.469568165	1.60E-07	-0.406492953
2.88E-07	-0.469568661	1.83E-07	-0.406493773
3.72E-07	-0.469570537	-1.39E-07	-0.406494248
-2.98E-07	-0.469571123	-1.80E-07	-0.406495015
-3.32E-07	-0.469572925	1.38E-07	-0.406495475
2.66E-07	-0.469573448	6.04E-08	-0.40649564
2.73E-07	-0.469574996	9.27E-08	-0.40649601
-2.07E-07	-0.469575496	-6.56E-08	-0.40649627
-2.20E-07	-0.469576718	1.27E-07	-0.40649679
1.70E-07	-0.469577101	-9.29E-08	-0.406497136
2.08E-07	-0.469578178	-1.26E-07	-0.406497662
-1.62E-07	-0.469578534	8.98E-08	-0.406498011
-1.79E-07	-0.46957951	3.80E-08	-0.406498121
1.33E-07	-0.469579851	3.46E-07	-0.406499108
1.69E-07	-0.469580709	-2.76E-07	-0.406499943
-1.22E-07	-0.46958105	-1.33E-07	-0.406500247
-1.54E-07	-0.469581833	-5.83E-08	-0.406500405
1.14E-07	-0.469582128	-8.89E-08	-0.406500761
1.58E-07	-0.469582897	6.30E-08	-0.406501009
-1.18E-07	-0.469583191	-1.22E-07	-0.406501509
-3.12E-07	-0.469584378	8.93E-08	-0.40650184
2.45E-07	-0.469584901	3.42E-07	-0.406502925
1.16E-07	-0.469585306	-2.70E-07	-0.406503761
2.73E-07	-0.469586383	-1.29E-07	-0.406504062
-2.14E-07	-0.469586842	-1.51E-07	-0.40650473
-3.40E-07	-0.469588403	1.11E-07	-0.406505138
2.65E-07	-0.469588989	1.47E-07	-0.406505758
2.65E-07	-0.469590511	-1.05E-07	-0.406506165
-2.10E-07	-0.469590944	-4.47E-08	-0.406506294
-2.41E-07	-0.469592233	-7.08E-08	-0.406506574
1.92E-07	-0.469592623	4.91E-08	-0.406506776
2.01E-07	-0.469593748	2.03E-08	-0.406506837
-1.51E-07	-0.469594121	3.54E-08	-0.406506973
-1.84E-07	-0.469595076	-2.42E-08	-0.406507076
1.34E-07	-0.469595442	-3.08E-07	-0.406507933
1.64E-07	-0.46959629	2.56E-07	-0.406508623
-1.22E-07	-0.4695966	3.17E-07	-0.406509996
-1.66E-07	-0.469597416	-2.54E-07	-0.406510754
1.25E-07	-0.469597721	-2.84E-07	-0.406512036
1.51E-07	-0.469598508	2.28E-07	-0.406512714
-1.10E-07	-0.469598806	2.34E-07	-0.406513808
-2.71E-07	-0.46959986	-1.77E-07	-0.406514415
2.21E-07	-0.469600266	-2.60E-07	-0.40651547
2.36E-07	-0.469601577	2.09E-07	-0.406516086
-1.83E-07	-0.469601991	2.31E-07	-0.406517134
