Sw H + Iono O	North to South	T = 12:00:00	
Nightside		Dayside	
X[R]	Z[R]	X[R]	Z[R]
-9.004894322	-1.616625402	7.783747095	-1.628200945
-9.063019501	-1.595044152	7.809158842	-1.572796383
-9.121161582	-1.57347998	7.834071033	-1.517741059
-9.179322286	-1.551951892	7.858663019	-1.462843463
-9.237485422	-1.530471058	7.882847171	-1.40791279
-9.295682699	-1.509021954	7.906587329	-1.353037149
-9.353878458	-1.487629352	7.929953297	-1.298204427
-9.412065022	-1.46631228	7.952860999	-1.243373972
-9.470282324	-1.445066695	7.968457599	-1.20522703
-9.528560157	-1.423896647	7.978893241	-1.179421749
-9.58687569	-1.4028162	7.98589323	-1.162077386
-9.645210528	-1.381828678	7.990579666	-1.150448282
-9.703599812	-1.360933608	7.993712955	-1.142664993
-9.762026834	-1.340150084	7.995805875	-1.137462203
-9.820502621	-1.319469209	7.997202976	-1.13398738
-9.87904793	-1.298894604	7.998135192	-1.131667999
-9.919266404	-1.284847091	7.998757033	-1.130120478
-9.946134878	-1.275502702	7.999171756	-1.129088231
-9.964072424	-1.269282582	7.99944831	-1.128399813
-9.976042082	-1.26514014	7.999632712	-1.127940756
-9.984026898	-1.262380453	7.99975566	-1.127634668
-9.989352358	-1.260541533	7.999837632	-1.127430586
-9.992903599	-1.259315974	7.999892283	-1.127294522
-9.995271543	-1.25849908	7.999928718	-1.127203809
-9.996850372	-1.257954548	7.999953009	-1.127143331
-9.997903014	-1.257591555	7.999969203	-1.127103011
-9.998604815	-1.257349573	7.999979999	-1.127076131
-9.9990727	-1.257188257	7.999987197	-1.127058211
-9.999384631	-1.257080715	7.999991995	-1.127046264
-9.999592589	-1.257009022	7.999995194	-1.1270383
-9.999731229	-1.256961227	7.999997326	-1.12703299
-9.999823656	-1.256929364	7.999998748	-1.12702945
-9.999885275	-1.256908122	8.00000017	-1.12702591
-9.999926354	-1.256893961	8.000011544	-1.126997592
-9.99995374	-1.25688452	8.000034291	-1.126940954
-9.999971998	-1.256878226	8.000079781	-1.12682768
-9.999984169	-1.25687403	8.000261701	-1.126374607
-9.999992284	-1.256871233	8.00062536	-1.125468492
-9.999997693	-1.256869368	8.001351957	-1.123656391
-10.0000013	-1.256868125	8.002802265	-1.120032688
-10.00000491	-1.256866882	8.008559169	-1.105558645
-10.00001212	-1.256864395	8.05223882	-0.992592734
-10.00004097	-1.25685445	8.092648258	-0.883546649
-10.00009867	-1.256834558	8.131236463	-0.773297121
-10.00102182	-1.256516343	8.166309308	-0.660715622
-10.00471324	-1.255244195	8.197865785	-0.549239342
-10.01209371	-1.252702407	8.227046294	-0.44119023
-10.02684239	-1.247630455	8.252895544	-0.33758125
-10.085501	-1.227562196	8.275798449	-0.236284942
-10.14420651	-1.207649842	8.290302221	-0.163374413
-10.20296923	-1.187899102	8.299222693	-0.111679978
-10.26182272	-1.168314871	8.304038137	-0.075451809
-10.32074169	-1.148908546	8.306407291	-0.050576716
-10.37970922	-1.129680432	8.307504539	-0.0337624
-10.43875785	-1.110632488	8.307997324	-0.022504558
-10.49786729	-1.091785199	8.308215888	-0.015003852
-10.55704723	-1.073129572	8.308312745	-0.010002244
-10.61631704	-1.054660022	8.308355672	-0.006666408
-10.67565801	-1.036398056	8.308374704	-0.004441612
-10.73506196	-1.018355431	8.308383143	-0.002957933
-10.7945397	-1.000525741	8.308386885	-0.001968576
-10.85401428	-0.982922623	8.308388543	-0.001308893
-10.91354463	-0.965529851	8.308389277	-0.000869052
-10.97314874	-0.948351895	8.308389602	-0.000575801
-11.03284556	-0.9313872	8.308389745	-0.00038029
-11.09260102	-0.914640369	8.308389808	-0.000249944
-11.15239878	-0.898115706	8.308389835	-0.000163045
-11.21229428	-0.881807117	8.308389847	-0.000105111
-11.27225226	-0.865728569	8.308389852	-6.65E-05
-11.33227078	-0.849873226	8.308389854	-4.07E-05
-11.39237548	-0.834232268	8.308389855	-2.36E-05
-11.45253757	-0.818820865	8.308389856	-1.21E-05
-11.51274739	-0.803646232	8.308389856	-4.50E-06
-11.57303217	-0.788694508	8.308389856	3.13E-06
-11.63339139	-0.773960754	8.308389809	0.000247236
-11.69380659	-0.759456006	8.308389441	0.000735383
-11.75424005	-0.745185244	8.308384318	0.002686522
-11.81464945	-0.73112284	8.30835648	0.006586078
-11.87509538	-0.717230154	8.308229982	0.014381986
-11.91662284	-0.707792425	8.307692308	0.02997003
-11.94436711	-0.701536927	8.291095876	0.150354171
-11.96289173	-0.69738272	8.271779902	0.251987502
-11.97525325	-0.694620698	8.248575274	0.354832096
-11.98349924	-0.692782752	8.222257906	0.458671953
-11.98899878	-0.69155898	8.192549536	0.567801753
-11.99266612	-0.690743814	8.160366666	0.679508437
-11.99511146	-0.690200674	8.124694037	0.791779037
-11.99674187	-0.689838717	8.085656008	0.90181239
-11.9978289	-0.689597472	8.044931576	1.011231488
-11.99855363	-0.689436669	8.000764001	1.124738351
-11.9990368	-0.689329479	8.000037145	1.126550347
-11.99935892	-0.689258024	8.00001441	1.126606989
-11.99957367	-0.68921039	8.000003042	1.12663531
-11.99971683	-0.689178635	8.000000199	1.12664239
-11.99981228	-0.689157465	7.999998778	1.126645931
-11.99987591	-0.689143352	7.999996647	1.126651241
-11.99991833	-0.689133944	7.99999345	1.126659206
-11.99994661	-0.689127672	7.999988654	1.126671154
-11.99996547	-0.68912349	7.99998146	1.126689075
-11.99997804	-0.689120702	7.999970669	1.126715958
-11.99998642	-0.689118844	7.999954483	1.12675628
-11.999992	-0.689117605	7.999930205	1.126816763
-11.99999573	-0.689116779	7.999893787	1.126907484
-12.00000055	-0.689115671	7.999839164	1.127043559
-12.0000069	-0.689114301	7.999757232	1.127247657
-12.00006649	-0.689101086	7.999634345	1.12755377
-12.00030483	-0.689048227	7.999450035	1.128012864
-12.0007815	-0.688942521	7.999173618	1.128701337
-12.0017348	-0.688731152	7.998759099	1.129733668
-12.00554681	-0.68788637	7.998137562	1.131281315
-12.01316785	-0.686199548	7.997205799	1.133600885
-12.04357541	-0.679497035	7.995809367	1.137075995
-12.10418989	-0.666272193	7.993717431	1.142279217
-12.16483558	-0.653227965	7.990585573	1.150063165
-12.22554527	-0.640363371	7.98590119	1.161693272
-12.28629297	-0.627682531	7.978904086	1.179039167
-12.34707715	-0.615181106	7.968472378	1.204846785
-12.40791508	-0.602856055	7.952881648	1.242998463
-12.46878265	-0.590718397	7.929983115	1.297834124
-12.52968712	-0.578768753	7.906623399	1.352672358
-12.59063564	-0.567000008	7.882889395	1.407551484
-12.65163782	-0.555407764	7.858711337	1.462486288
-12.71267315	-0.544000703	7.834124134	1.517386612
-12.77372742	-0.532786024	7.80921748	1.572442059
-12.83483861	-0.521750745	7.783810774	1.627849887
-12.89598638	-0.510894146	7.757977532	1.68307641
-12.95716811	-0.500222604	7.731318895	1.738547102
-13.01818276	-0.489731426	7.703759046	1.793795973
-13.07920266	-0.47934255	7.675377232	1.848677358
-13.14023278	-0.469051235	7.646310426	1.903126774
-13.20127404	-0.458862904	7.6166172	1.957006905
-13.262341	-0.448776243	7.601379208	1.983998398
-13.32341489	-0.438786332	7.59366287	1.997510889
-13.38448801	-0.428892055	7.592691766	1.999204315
-13.44557695	-0.419096751	7.592448789	1.999627776
-13.50668653	-0.409401405	7.592327277	1.999839511
-13.56780199	-0.399800626	7.592266515	1.99994538
-13.62891928	-0.390290668	7.592236133	1.999998315
-13.69005087	-0.380874675	7.592234234	2.000001623
-13.75119387	-0.371557079	7.592232335	2.000004931
-13.81234143	-0.362332374	7.592229486	2.000009894
-13.87349944	-0.353192476	7.592225214	2.000017338
-13.91554233	-0.346961012	7.592218805	2.000028504
-13.94363962	-0.34282093	7.592209191	2.000045253
-13.96240341	-0.340067547	7.592194771	2.000070376
-13.97492703	-0.338235034	7.59217314	2.000108061
-13.98328256	-0.337014759	7.592140693	2.000164587
-13.98885578	-0.336201874	7.592092023	2.000249376
-13.99257254	-0.335660236	7.592019015	2.000376555
-13.99505095	-0.33529927	7.591909498	2.000567318
-13.99670347	-0.335058683	7.591745214	2.000853448
-13.99780527	-0.334898318	7.591498765	2.00128261
-13.99853985	-0.334791418	7.591129042	2.00192628
-13.9990296	-0.334720157	7.590574346	2.002891619
-13.9993561	-0.334672652	7.589742051	2.004339255
-13.99957378	-0.334640983	7.588493047	2.006509872
-13.99971889	-0.33461987	7.586618286	2.009763915
-13.99981564	-0.334605796	7.583803346	2.014640743
-13.99988014	-0.334596413	7.579574733	2.021946467
-13.99992314	-0.334590157	7.573218162	2.032883667
-13.9999518	-0.334585987	7.563653605	2.049241484
-13.99997091	-0.334583207	7.549245968	2.073657977
-13.99998365	-0.334581354	7.52749845	2.110010978
-13.99999215	-0.334580118	7.495354373	2.162606189
-13.99999781	-0.334579294	7.461994316	2.215148967
-14.00000159	-0.334578745	7.427581516	2.266755299
-14.00000536	-0.334578196	7.39206908	2.317679566
-14.00003556	-0.334573803	7.355642832	2.367841581
-14.00051871	-0.334503519	7.318445778	2.417161366
-14.00148494	-0.334362979	7.280442123	2.465809836
-14.00341708	-0.334082004	7.241533661	2.51390711
-14.00728007	-0.33352048	7.201291093	2.561521489
-14.068453	-0.324671698	7.159900172	2.608041388
-14.12964837	-0.315902416	7.117417953	2.653418966
-14.19084964	-0.307217845	7.073885129	2.697620827
-14.25203932	-0.298627356	7.029313525	2.740681996
-14.31323721	-0.290123939	6.983624961	2.7827331
-14.37445214	-0.281698757	6.936751852	2.823667292
-14.43566937	-0.273357834	6.888811179	2.86323148
-14.49688568	-0.265107774	6.839835596	2.901397189
-14.55810628	-0.25694438	6.789861923	2.938131279
-14.61928857	-0.248862504	6.738936034	2.973433013
-14.68017635	-0.240858313	6.687001759	3.007251532
-14.74102957	-0.232863848	6.63410033	3.039571777
-14.80185079	-0.224872173	6.580411802	3.070447115
-14.86261768	-0.216877207	6.525939545	3.099888032
-14.92333347	-0.208875317	6.470758597	3.127804426
-14.98400467	-0.200864661	6.414902457	3.154159668
-15.04462675	-0.192839232	6.358352722	3.178962299
-15.10516492	-0.184792553	6.301195424	3.202225387
-15.16561878	-0.176716685	6.243529154	3.224023798
-15.22600756	-0.168604396	6.185392671	3.244299825
-15.28630225	-0.160448988	6.126722745	3.263061934
-15.3464813	-0.152235876	6.067635657	3.280433599
-15.40650676	-0.143953048	6.008170017	3.296499994
-15.46640263	-0.135581474	6.000617254	3.298442985
-15.52611113	-0.127105564	6.000144247	3.29856394
-15.58558838	-0.118494054	6.000025982	3.298594169
-15.64480113	-0.109708267	6.000011199	3.298597947
-15.70364549	-0.100711911	6.000003807	3.298599836
-15.76201424	-0.091446098	6.000000111	3.298600781
-15.81972009	-0.08182314	5.999996415	3.298601725
-15.87653224	-0.071711918	5.999990871	3.298603142
-15.9169444	-0.063971606	5.999982555	3.298605267
-15.94423365	-0.058383153	5.999970082	3.298608455
-15.9626163	-0.054400537	5.999951371	3.298613236
-15.97497651	-0.051599438	5.999923305	3.298620408
-15.98326993	-0.049654489	5.999881207	3.298631165
-15.98882488	-0.048318601	5.999818059	3.2986473
-15.99254049	-0.047408868	5.999723336	3.298671497
-15.9950233	-0.046793303	5.999581253	3.298707786
-15.99668112	-0.046378709	5.999368128	3.298762201
-15.99778752	-0.04610038	5.999048439	3.298843784
-15.99852565	-0.045913951	5.998568904	3.298966069
-15.99901798	-0.04578927	5.997849599	3.299149293
-15.99934631	-0.045705972	5.996770634	3.299423676
-15.99956524	-0.04565036	5.995152171	3.29983423
-15.99971122	-0.045613251	5.992724448	3.30044777
-15.99980855	-0.045588495	5.989082809	3.301362945
-15.99987344	-0.045571985	5.983620276	3.302724218
-15.9999167	-0.045560975	5.975426454	3.304740488
-15.99994554	-0.045553633	5.963136148	3.307707917
-15.99996477	-0.045548738	5.9447032	3.312033265
-15.99997759	-0.045545474	5.917070664	3.318248731
-15.99998613	-0.045543299	5.875673398	3.326995724
-15.99999183	-0.045541848	5.815333976	3.338607933
-15.99999563	-0.045540881	5.754737386	3.348989575
-15.99999816	-0.045540236	5.694056985	3.35805612
-16.00000069	-0.045539591	5.633203431	3.365796099
-16.0000817	-0.04551896	5.57220137	3.372317524
-16.00024369	-0.045477685	5.511065992	3.377723642
-16.00056749	-0.045395086	5.449946525	3.38198314
-16.00121443	-0.045229695	5.388764791	3.385077498
-16.00378685	-0.044567167	5.327493325	3.387082606
-16.0138003	-0.041907664	5.266194706	3.38809737
-16.03272916	-0.036447548	5.204976902	3.388127591
-16.05569303	-0.028667568	5.143776793	3.387144493
-16.07063518	-0.022348707	5.082547395	3.38520256
-16.08022637	-0.017191387	5.021344837	3.382398199
-16.08626001	-0.012978258	4.960259099	3.378748611
-16.08993659	-0.009560924	4.899249076	3.374215329
-16.09206894	-0.006846894	4.838280104	3.368848605
-16.0932252	-0.004772088	4.777341966	3.362736141
-16.09380876	-0.003258097	4.71653404	3.355890347
-16.09408687	-0.002196121	4.655846609	3.348266029
-16.09421472	-0.001469804	4.595281928	3.339923809
-16.09427236	-0.000979726	4.53471775	3.3309315
-16.09429808	-0.00065121	4.474276176	3.321292775
-16.0943095	-0.00043166	4.414022795	3.310976425
-16.09431454	-0.000285135	4.353890818	3.300007181
-16.09431676	-0.000187404	4.293816006	3.288462812
-16.09431772	-0.000122236	4.233752713	3.276356036
-16.09431814	-7.88E-05	4.173824078	3.263712354
-16.09431832	-4.98E-05	4.113976075	3.25055599
-16.0943184	-3.05E-05	4.054193589	3.236956302
-16.09431843	-1.76E-05	4.024036409	3.229943142
-16.09431844	-9.05E-06	4.0089038	3.226388176
-16.09431844	-3.33E-06	4.001320239	3.22459821
-16.09431844	4.86E-07	4.000370191	3.22437358
-16.09431844	4.30E-06	4.000132623	3.224317396
-16.09431824	6.53E-05	4.000013835	3.224289301
-16.09431676	0.000187387	4.000001014	3.224284984
-16.09429659	0.000674662	3.99999713	3.22428535
-16.0941894	0.001639345	3.999995274	3.224284911
-16.09373336	0.003490827	3.99999249	3.224284253
-16.0901657	0.009308526	3.999988313	3.224283265
-16.05242165	0.02997003	3.999982049	3.224281783
-16.02726292	0.038157326	3.999972652	3.224279561
-16.01304233	0.042172306	3.999958557	3.224276227
-16.00566682	0.044133785	3.999937415	3.224271226
-16.00192572	0.045101972	3.999905702	3.224263725
-16.00004315	0.04558288	3.999858132	3.224252472
-16.00001358	0.045590402	3.999786779	3.224235592
-16.00000121	0.045594929	3.999679752	3.224210271
-15.9999951	0.045595103	3.999519216	3.224172285
-15.9999914	0.045596043	3.999278423	3.224115296
-15.99998585	0.045597453	3.998917259	3.224029793
-15.99997754	0.045599568	3.998375571	3.22390149
-15.99996506	0.045602741	3.997563168	3.223708929
-15.99994634	0.0456075	3.996344855	3.223419851
-15.99991827	0.045614637	3.994518038	3.2229857
-15.99987616	0.045625341	3.991779278	3.222333283
-15.999813	0.045641393	3.987674422	3.221352002
-15.99971827	0.04566546	3.981524485	3.219874188
-15.99957619	0.045701539	3.972315965	3.217644481
-15.99936309	0.045755607	3.958540031	3.214271105
-15.99904351	0.045836596	3.937957954	3.20914733
-15.9985643	0.04595783	3.908069472	3.201537663
-15.99784582	0.04613912	3.878213561	3.193753825
-15.99676885	0.046409814	3.848359942	3.185804237
-15.9951551	0.046813113	3.818536626	3.177707118
-15.99273819	0.047412078	3.788753848	3.169478055
-15.98912097	0.048297628	3.758993079	3.161121503
-15.98371269	0.049598711	3.729274464	3.152633526
-15.97563738	0.051494334	3.699607054	3.144007802
-15.96360061	0.0542268	3.669974938	3.135246462
-15.94569629	0.058115753	3.640373766	3.126357014
-15.91911398	0.06357814	3.610816004	3.117346846
-15.87974208	0.071150925	3.581300142	3.108209657
-15.82298765	0.081291206	3.551818021	3.098940808
-15.76532382	0.090935396	3.522373081	3.089551194
-15.70698491	0.100216892	3.492973012	3.080050367
-15.64816234	0.109225012	3.463619915	3.070427514
-15.58896586	0.118020268	3.434305049	3.060670841
-15.52950227	0.126639352	3.405031053	3.050791975
-15.46980488	0.135120955	3.375788752	3.040797468
-15.40991797	0.143496759	3.346600519	3.03067918
-15.34989974	0.151783183	3.317470258	3.020427508
-15.28972814	0.159999204	3.288378204	3.010047904
-15.22943916	0.168156689	3.273761424	3.004781923
-15.16905371	0.176270591	3.26643595	3.00213037
-15.10860434	0.184347719	3.262769017	3.000800013
-15.04807123	0.192395275	3.260934511	3.000133696
-14.98745257	0.200421107	3.260705069	3.000050325
-14.92678315	0.208431907	3.260590344	3.000008634
-14.8660702	0.216433812	3.260576003	3.000003423
-14.80530593	0.224428768	3.260568833	3.000000817
-14.74448786	0.232419802	3.260565651	3.000000486
-14.6836356	0.240413453	3.260563455	2.999998862
-14.62274972	0.248416804	3.260561662	2.999998211
-14.56158532	0.256493615	3.260558973	2.999997234
-14.50036318	0.264651833	3.26055494	2.999995768
-14.43914766	0.272896223	3.260548889	2.999993569
-14.37793021	0.281232001	3.260539814	2.999990271
-14.31671512	0.289652352	3.260526201	2.999985324
-14.25551583	0.298151299	3.260505782	2.999977904
-14.19432686	0.306736678	3.260475154	2.999966773
-14.13312563	0.315416004	3.260429211	2.999950076
-14.07192878	0.324180471	3.260360298	2.999925031
-14.01075564	0.333024417	3.26025693	2.999887463
-14.0030349	0.334146428	3.260101882	2.99983111
-14.00110277	0.334427413	3.259869319	2.999746577
-14.00013654	0.334567958	3.259520494	2.999619772
-14.00001574	0.33458553	3.2589973	2.99942955
-14.00000064	0.334587727	3.258212608	2.999144186
-13.99999687	0.334588276	3.257035792	2.998716068
-13.99999309	0.334588825	3.255271068	2.998073733
-13.99998743	0.334589649	3.252625111	2.997109882
-13.99997894	0.334590885	3.24865913	2.995663436
-13.9999662	0.334592738	3.242716851	2.993491498
-13.99994708	0.334595518	3.233817411	2.990226983
-13.99991842	0.334599688	3.220500397	2.985315955
-13.99987542	0.334605943	3.200595758	2.977918914
-13.99981092	0.334615326	3.171677901	2.967056147
-13.99971418	0.334629401	3.142807664	2.956083975
-13.99956906	0.334650513	3.113985557	2.945004985
-13.99935138	0.334682181	3.085214863	2.933804243
-13.99902488	0.334729686	3.05649719	2.922477151
-13.99853513	0.334800946	3.027823271	2.911031984
-13.99780055	0.334907843	3.013412779	2.905231477
-13.99669875	0.335068206	3.006190369	2.902312374
-13.99504623	0.335308788	3.002574949	2.900848174
-13.99256782	0.335669747	3.000766195	2.900114919
-13.98885106	0.336211376	3.00031379	2.899931442
-13.98327783	0.337024246	3.000087572	2.899839686
-13.9749223	0.3382445	3.000031014	2.899816744
-13.96239867	0.340076981	3.000002735	2.899805273
-13.94363488	0.342830317	3.000000967	2.899804556
-13.91553758	0.346970328	2.9999992	2.899803839
-13.87349465	0.353201689	2.999996549	2.899802763
-13.81233661	0.362341444	2.999992572	2.89980115
-13.751189	0.371566009	2.999986607	2.899798731
-13.69004596	0.380883471	2.999977659	2.899795101
-13.62891433	0.390299333	2.999964237	2.899789657
-13.56779701	0.399809166	2.999944105	2.89978149
-13.5066815	0.409409823	2.999913907	2.89976924
-13.44557189	0.41910505	2.999868609	2.899750864
-13.38448291	0.42890024	2.999800665	2.899723301
-13.32340976	0.438794406	2.99969875	2.899681955
-13.26233584	0.448784209	2.999545882	2.899619933
-13.20126885	0.458870766	2.99931659	2.899526895
-13.14022756	0.469058997	2.998972677	2.899387328
-13.07919741	0.479350214	2.99845686	2.89917795
-13.01817748	0.489738995	2.997683255	2.898863826
-12.95716267	0.500230133	2.996523115	2.898392512
-12.89598093	0.510901642	2.994783509	2.89768525
-12.83483314	0.521758206	2.992175454	2.896623709
-12.77372195	0.53279345	2.988266405	2.895029957
-12.71266767	0.544008096	2.982409619	2.892636133
-12.65163233	0.555415124	2.973641391	2.889039336
-12.59063014	0.567007334	2.960523697	2.883630137
-12.52968161	0.578776045	2.940923417	2.875486494
-12.46877713	0.590725657	2.912456456	2.863543407
-12.40790955	0.602863284	2.884032282	2.851499082
-12.34707162	0.615188301	2.855672992	2.839356142
-12.28628743	0.627689695	2.827363296	2.827091393
-12.22553972	0.640370503	2.799095513	2.814701101
-12.16483002	0.653235066	2.77088466	2.802202767
-12.10418432	0.666279262	2.74271905	2.789594144
-12.04356983	0.679504073	2.714620186	2.77686551
-12.01316226	0.68620657	2.686591543	2.764008241
-12.00554123	0.687893389	2.658610952	2.75102323
-12.00172922	0.688738168	2.630675135	2.737931249
-12.00077592	0.688949538	2.602816669	2.724748211
-12.00029924	0.689055243	2.575001628	2.711440001
-12.0000609	0.689108102	2.547234962	2.698011682
-12.00000131	0.689121317	2.519533635	2.684482861
-11.99999759	0.689122143	2.49188072	2.670846199
-11.99999386	0.689122969	2.464295526	2.657089065
-11.99998828	0.689124208	2.436791647	2.643206202
-11.9999799	0.689126066	2.409340688	2.629194106
-11.99996733	0.689128854	2.381938084	2.615072718
-11.99994848	0.689133035	2.354621394	2.600863544
-11.9999202	0.689139308	2.327353545	2.586529902
-11.99987777	0.689148716	2.300136793	2.572074325
-11.99981414	0.689162829	2.272994623	2.557520141
-11.9997187	0.689183998	2.245901009	2.542857592
-11.99957553	0.689215753	2.218881979	2.528075146
-11.99936078	0.689263387	2.191957549	2.513162745
-11.99903866	0.689334842	2.165094199	2.498115373
-11.99855549	0.689442031	2.138285186	2.482961568
-11.99783077	0.689602834	2.111559486	2.467726466
-11.99674374	0.689844078	2.084898966	2.452371489
-11.99511332	0.690206034	2.058299836	2.436886093
-11.99266799	0.690749172	2.031780735	2.421292086
-11.98900064	0.691564335	2.005313566	2.405583088
-11.9835011	0.692788102	2.001964956	2.40358569
-11.97525511	0.69462604	2.000289462	2.402585471
-11.96289359	0.697388052	2.000079874	2.402460315
-11.94436896	0.701542243	2.000027473	2.402429023
-11.91662469	0.707797716	2.000001272	2.402413376
-11.87509722	0.71723541	2.000000365	2.402412603
-11.81465127	0.731128045	1.999997997	2.40241142
-11.75424185	0.745190398	1.999995541	2.402409953
-11.69380834	0.759461129	1.999991856	2.402407753
-11.63339313	0.773965846	1.99998633	2.402404452
-11.57303391	0.788699569	1.99997804	2.402399502
-11.51274911	0.803651262	1.999965604	2.402392075
-11.45253928	0.818825863	1.999946952	2.402380936
-11.3923772	0.834237233	1.999918973	2.402364227
-11.33227249	0.849878159	1.999877006	2.402339163
-11.27225395	0.86573347	1.999814056	2.402301568
-11.21229596	0.881811986	1.999719633	2.402245173
-11.15240045	0.898120542	1.999578006	2.40216058
-11.09260268	0.914645173	1.999365578	2.402033686
-11.03284721	0.93139197	1.999046968	2.401843338
-10.97315038	0.948356633	1.998569121	2.401557798
-10.91354626	0.965534555	1.997852506	2.401129447
-10.8540159	0.982927294	1.996777931	2.400486833
-10.79454129	1.000530387	1.995166852	2.39952271
-10.73506353	1.018360045	1.992751986	2.398076083
-10.67565957	1.036402638	1.989133609	2.395905159
-10.6163186	1.054664572	1.983714794	2.392646619
-10.55704877	1.073134089	1.97560917	2.387755575
-10.49786882	1.091789684	1.963497318	2.380409519
-10.43875937	1.11063694	1.945429072	2.36937612
-10.37971074	1.129684851	1.919238431	2.353253379
-10.3207432	1.148912932	1.893113403	2.337037627
-10.26182421	1.168319224	1.867063132	2.320728851
-10.20297071	1.187903422	1.841089886	2.304293709
-10.14420798	1.207654128	1.815213877	2.287723596
-10.08550246	1.22756645	1.789427963	2.271024001
-10.02684384	1.247634676	1.763708827	2.254191838
-10.01209515	1.252706621	1.738092424	2.237260636
-10.00471468	1.255248405	1.712561828	2.220210723
-10.00102326	1.256520551	1.687099932	2.203025343
-10.00010011	1.256838765	1.661732294	2.185732744
-10.00004241	1.256858656	1.636440987	2.168328956
-10.00001356	1.256868602	1.611227126	2.150796717
-10.00000087	1.256874397	1.586144036	2.133129004
-9.999995524	1.256874818	1.561163384	2.115333477
-9.999991917	1.256876062	1.536228031	2.097459083
-9.999986508	1.256877926	1.51134188	2.079572516
-9.999978393	1.256880724	1.48647858	2.061659938
-9.999966221	1.25688492	1.461640092	2.043692324
-9.999947964	1.256891213	1.436875633	2.025683071
-9.999920578	1.256900654	1.412145359	2.00759983
-9.999879499	1.256914816	1.405875957	2.003000573
-9.99981788	1.256936057	1.402734769	2.000694012
-9.999725453	1.256967921	1.401948192	2.000116207
-9.999586813	1.257015715	1.401849823	2.000043941
-9.999378855	1.257087409	1.401800637	2.000007806
-9.999066924	1.25719495	1.401794488	2.000003289
-9.998599039	1.257356266	1.401791414	2.00000103
-9.997897238	1.257598248	1.401789934	2.000000099
-9.996844596	1.25796124	1.40178834	1.999998772
-9.995265766	1.258505772	1.401786034	1.999997078
-9.992897822	1.259322665	1.401782576	1.999994537
-9.989346581	1.260548222	1.401777388	1.999990726
-9.98402112	1.262387141	1.401769606	1.999985009
-9.976036303	1.265146825	1.401757934	1.999976433
-9.964066644	1.269289264	1.401740425	1.999963571
-9.946129096	1.275509377	1.401714163	1.999944276
-9.919260619	1.284853757	1.401674769	1.999915335
-9.879042139	1.298901257	1.40161568	1.999871924
-9.820496821	1.319475843	1.401527048	1.999806809
-9.762021031	1.340156695	1.401394105	1.999709139
-9.703594001	1.360940196	1.401194702	1.999562641
-9.645204707	1.381835246	1.400895621	1.999342908
-9.586869865	1.402822743	1.400447055	1.999013342
-9.528554321	1.423903166	1.399774328	1.998519066
-9.470276481	1.44507319	1.398765513	1.997777819
-9.412059174	1.466318749	1.397252912	1.99666632
-9.353872598	1.487635795	1.394985398	1.994999906
-9.29567681	1.509028376	1.391587231	1.992502156
-9.237479527	1.530477449	1.386496904	1.988759708
-9.179316378	1.551958252	1.378883047	1.983156876
-9.121155661	1.57348631	1.367511891	1.974763194
-9.063013571	1.595050448	1.350574451	1.962179048
-9.004888378	1.616631665	1.326083537	1.943804652
-8.946789124	1.638220166	1.301708266	1.925300876
-8.888697804	1.659822474	1.277444397	1.906650058
-8.830618469	1.681418327	1.253268999	1.887842565
-8.772518865	1.703011739	1.229259701	1.868891293
-8.714431226	1.724599985	1.205421854	1.849773403
-8.656369219	1.746166846	1.181690179	1.83048104
-8.598249845	1.767725197	1.15810971	1.811060362
-8.540103926	1.789260447	1.134647706	1.791487997
-8.48196694	1.810741588	1.111303729	1.771735151
-8.423827548	1.832157996	1.088171179	1.751803724
-8.36565357	1.853533704	1.065231217	1.731707194
-8.30746912	1.874854219	1.042390461	1.711456474
-8.249256056	1.896110049	1.019712261	1.691113161
-8.191053613	1.917288458	1.008268917	1.680754531
-8.13283068	1.938389531	1.002522559	1.675530305
-8.074571707	1.959400539	1.001080662	1.674217121
-8.016268833	1.980323267	1.000359353	1.673559858
-8.00158891	1.98557618	1.000178945	1.673395433
-8.00066951	1.985905001	1.000088735	1.67331321
-8.000209777	1.986069416	1.000043629	1.673272096
-8.000094838	1.986110522	1.000021075	1.673251538
-8.000037368	1.986131074	1.000009798	1.673241259
-8.000008633	1.986141351	1.00000416	1.673236119
-8.000001449	1.98614392	1.000001341	1.67323355
-7.999997857	1.986145204	1.000000069	1.673232281
-7.999994265	1.986146489	0.999998521	1.67323098
-7.999988877	1.986148416	0.999996407	1.673229053
-7.999980796	1.986151306	0.999993235	1.673226162
-7.999968673	1.986155641	0.999988478	1.673221825
-7.999950489	1.986162144	0.999981342	1.67321532
-7.999923213	1.986171899	0.999970638	1.673205563
-7.999882299	1.98618653	0.999954582	1.673190927
-7.999820928	1.986208477	0.999930498	1.673168973
-7.999728873	1.986241398	0.999894374	1.673136043
-7.99959079	1.986290778	0.999840189	1.673086647
-7.999383668	1.986364847	0.999758917	1.673012552
-7.99907299	1.986475947	0.999637018	1.672901409
-7.998606983	1.986642589	0.999454193	1.672734692
-7.997907995	1.986892535	0.999180005	1.672484613
-7.996859565	1.987267414	0.998768836	1.672109485
-7.995287036	1.987829646	0.998152337	1.67154677
-7.992928504	1.988672796	0.997228158	1.670702649
-7.989391299	1.989937066	0.995843166	1.669436362
-7.984086922	1.991832214	0.993768534	1.667536702
