Sw H + Iono O	North to South	T = 12:00:00	
Nightside		Dayside	
X[R]	Z[R]	X[R]	Z[R]
-7.976133219	1.994671977	0.990662945	1.664686728
-7.964209081	1.998925006	0.986018672	1.660410786
-7.961969542	1.999723216	0.979083336	1.653995002
-7.961409494	1.999922798	0.968760181	1.644373026
-7.961269471	1.999972696	0.9534556	1.62993736
-7.961199459	1.999997644	0.931458009	1.608904694
-7.961190182	1.999999237	0.909572459	1.587739442
-7.961186332	2.000002322	0.887852017	1.566502931
-7.961181956	2.000003882	0.866242111	1.545087772
-7.961175393	2.000006221	0.844800672	1.523473606
-7.961165547	2.000009729	0.823622754	1.50167803
-7.961150779	2.000014992	0.802660388	1.479747887
-7.961128626	2.000022886	0.781811883	1.457706677
-7.961095398	2.000034727	0.761122939	1.435587893
-7.961045555	2.000052488	0.740550334	1.41327782
-7.960970791	2.000079129	0.720184139	1.390768535
-7.960858645	2.000119091	0.70011459	1.368109837
-7.960690428	2.000179032	0.680249982	1.345327637
-7.960438105	2.000268941	0.66052057	1.322444582
-7.960059627	2.000403798	0.64096064	1.299459686
-7.959491922	2.000606067	0.621520801	1.276280029
-7.958640394	2.000909439	0.602313144	1.252897015
-7.957363169	2.001364419	0.58348722	1.229474036
-7.955447481	2.00204672	0.564797331	1.205871913
-7.952574284	2.003069789	0.546297439	1.182163077
-7.948265244	2.004603532	0.528006804	1.158307673
-7.941803379	2.006902221	0.509867382	1.134235399
-7.93211439	2.010345942	0.492009651	1.110163178
-7.917589442	2.015501899	0.474387592	1.085999558
-7.895821127	2.023214435	0.456912248	1.061606928
-7.863211303	2.034735939	0.43969161	1.037090902
-7.814391384	2.05191453	0.422750622	1.012380476
-7.75591514	2.072364054	0.418422343	1.005967001
-7.697432847	2.09265917	0.41625412	1.002739951
-7.638897376	2.112817131	0.415169034	1.001121477
-7.580307692	2.132839804	0.414626253	1.000311018
-7.521664135	2.152721111	0.414490481	1.000108198
-7.463000074	2.172448219	0.414422591	1.000006769
-7.404304087	2.192016707	0.414418347	1.000000429
-7.345548128	2.211414779	0.414417286	0.999998844
-7.286722478	2.230639836	0.414416225	0.999997259
-7.227855989	2.249690153	0.414414634	0.999994881
-7.168935309	2.268559058	0.414412247	0.999991315
-7.109942412	2.287243054	0.414408667	0.999985965
-7.050881764	2.30574858	0.414403296	0.999977941
-6.991766706	2.324049883	0.41439524	0.999965905
-6.932633046	2.342110266	0.414383156	0.99994785
-6.873419786	2.359961708	0.41436503	0.999920769
-6.814134893	2.377603363	0.414337842	0.999880148
-6.754773472	2.395025211	0.414297062	0.99981922
-6.695408748	2.412204819	0.414235894	0.999727833
-6.635970805	2.429143986	0.414144148	0.999590765
-6.576446772	2.44582	0.414006545	0.99938519
-6.516835458	2.462241838	0.413800172	0.999076891
-6.457208521	2.478405936	0.413490686	0.998614583
-6.397521331	2.494295943	0.413026623	0.997921436
-6.337724917	2.509908167	0.412330898	0.996882423
-6.277835582	2.525258554	0.411288139	0.995325482
-6.217905265	2.54030043	0.409725851	0.992993589
-6.157928046	2.555012681	0.407386531	0.989503546
-6.097865458	2.569437022	0.403886644	0.98428563
-6.037713275	2.583571131	0.398656796	0.976496116
-6.007432622	2.590560809	0.390914405	0.964934905
-6.003627728	2.591432968	0.379485395	0.947746005
-6.001724517	2.591868717	0.363173398	0.922806715
-6.000772722	2.592086509	0.34711538	0.897592853
-6.000296776	2.592195384	0.331549543	0.872294537
-6.000058792	2.592249816	0.316473852	0.847130045
-6.000000707	2.592263609	0.301437719	0.821763932
-5.999995575	2.592264274	0.286727991	0.796411926
-5.999991856	2.592265125	0.272249235	0.77068445
-5.999986278	2.592266401	0.257896079	0.744800044
-5.999977911	2.592268314	0.24403958	0.719547372
-5.99996536	2.592271185	0.230217984	0.693860336
-5.999946535	2.59227549	0.216567015	0.66782965
-5.999918296	2.592281948	0.203409134	0.641665843
-5.999875938	2.592291635	0.190929985	0.615674632
-5.999812402	2.592306165	0.178816925	0.590004032
-5.999717097	2.592327959	0.166881471	0.564264257
-5.999574142	2.592360649	0.155331825	0.538241695
-5.999359711	2.592409678	0.144003296	0.511584603
-5.999038069	2.59248321	0.132691148	0.483678511
-5.998555618	2.592593485	0.122952489	0.458583309
-5.997831968	2.592758843	0.114146078	0.43553892
-5.996746551	2.593006757	0.106509529	0.415555797
-5.995118555	2.593378354	0.099919583	0.398311398
-5.992676857	2.593935133		
-5.989014971	2.594768918		
-5.983523632	2.596016496		
-5.975289972	2.597880938		
-5.962947008	2.600662181		
-5.944449468	2.604799871		
-5.916741083	2.610931245		
-5.875264422	2.619966632		
-5.814871173	2.632817036		
-5.754389275	2.645327349		
-5.693932942	2.657454551		
-5.633376355	2.669183742		
-5.572711388	2.680494548		
-5.511969778	2.691413796		
-5.451253758	2.701936916		
-5.390439545	2.71201683		
-5.329529301	2.721626161		
-5.26853242	2.730795609		
-5.207555522	2.739505524		
-5.146513182	2.747725298		
-5.085374942	2.755455007		
-5.024157371	2.762733136		
-4.962930671	2.769516504		
-4.901697823	2.775759017		
-4.840391809	2.781490825		
-4.779014691	2.786742955		
-4.717614601	2.791463019		
-4.656256387	2.79559502		
-4.594845261	2.799180004		
-4.53336603	2.802253211		
-4.471875525	2.804767643		
-4.410450768	2.806658806		
-4.349007881	2.80795694		
-4.287507771	2.808710982		
-4.225974158	2.808892448		
-4.164462036	2.808460345		
-4.102928487	2.807462167		
-4.041382898	2.805957689		
-4.010376961	2.805005547		
-4.002582992	2.804744475		
-4.000631889	2.804677777		
-4.000143951	2.804661013		
-4.000021956	2.804656816		
-4.000006706	2.804656292		
-4.000000919	2.804656546		
-3.999997175	2.804655964		
-3.999995269	2.804655898		
-3.999992409	2.8046558		
-3.999988121	2.804655652		
-3.999981687	2.804655431		
-3.999972037	2.804655099		
-3.999957562	2.8046546		
-3.999935849	2.804653853		
-3.999903279	2.804652732		
-3.999854426	2.804651049		
-3.999781146	2.804648524		
-3.999671229	2.804644735		
-3.999506355	2.804639046		
-3.999259052	2.8046305		
-3.998888115	2.804617655		
-3.998331746	2.80459833		
-3.997497278	2.804569208		
-3.996245766	2.804525228		
-3.994368926	2.804458591		
-3.991554629	2.804357139		
-3.987335343	2.804201617		
-3.981011264	2.80396088		
-3.971536012	2.803583242		
-3.957347433	2.802980373		
-3.93612497	2.801997857		
-3.905249819	2.800402409		
-3.874371578	2.798617054		
-3.843471014	2.796647679		
-3.812583547	2.794506315		
-3.781704721	2.792203388		
-3.750828099	2.789743773		
-3.71998222	2.787116407		
-3.689157181	2.784313587		
-3.658345256	2.781346606		
-3.627535935	2.778219471		
-3.596760158	2.774921705		
-3.566012582	2.771445601		
-3.535279679	2.767800299		
-3.504558231	2.763992128		
-3.473872061	2.76001274		
-3.443215664	2.755851216		
-3.412578534	2.75151406		
-3.381959501	2.747011282		
-3.351383717	2.74234228		
-3.320833015	2.737493263		
-3.290305646	2.732467288		
-3.259806548	2.727275804		
-3.229356874	2.721919157		
-3.198932865	2.71637932		
-3.168533887	2.710655112		
-3.138177039	2.704762216		
-3.107863273	2.698699475		
-3.077591138	2.692451317		
-3.0473536	2.686015776		
-3.017152989	2.679404756		
-3.001983517	2.676018071		
-3.000079208	2.675589883		
-3.000019663	2.675576483		
-3.000004777	2.675573133		
-3.000001055	2.675572296		
-2.999999195	2.675571877		
-2.999997334	2.675571458		
-2.999994543	2.67557083		
-2.999990356	2.675569888		
-2.999984076	2.675568474		
-2.999974655	2.675566354		
-2.999960525	2.675563174		
-2.999939329	2.675558404		
-2.999907536	2.675551249		
-2.999859847	2.675540515		
-2.999788313	2.675524414		
-2.999681015	2.67550026		
-2.999520073	2.675464025		
-2.999278668	2.675409663		
-2.998916583	2.675328099		
-2.998373504	2.675205702		
-2.997558995	2.675021997		
-2.996337477	2.67474619		
-2.994505754	2.674331925		
-2.991759411	2.67370928		
-2.987642683	2.672772531		
-2.981473833	2.671361218		
-2.972234509	2.669230551		
-2.958406759	2.666004554		
-2.937742668	2.661103897		
-2.907717601	2.653820984		
-2.877719377	2.646359522		
-2.847788008	2.638712685		
-2.817918361	2.630864302		
-2.788092811	2.622822301		
-2.758309125	2.614604128		
-2.728604124	2.606216506		
-2.698941701	2.597632122		
-2.669328344	2.58885482		
-2.639779861	2.579903607		
-2.61029518	2.570775887		
-2.580875541	2.561452514		
-2.551525497	2.551932756		
-2.522227113	2.542224662		
-2.492987239	2.532333881		
-2.463833379	2.52224903		
-2.434762043	2.511957499		
-2.405752524	2.501466562		
-2.376804873	2.490799376		
-2.347955609	2.479959731		
-2.31916636	2.468913021		
-2.290443925	2.45767392		
-2.261810591	2.446266382		
-2.233253907	2.434676462		
-2.204779813	2.422882163		
-2.176411634	2.41089222		
-2.148115873	2.398707659		
-2.119882476	2.386331087		
-2.091773638	2.37376423		
-2.063757027	2.360989623		
-2.035812977	2.348029796		
-2.007964955	2.334910873		
-2.000935468	2.331568628		
-2.000054253	2.331148798		
-2.000026704	2.33113567		
-2.000012929	2.331129106		
-2.000006042	2.331125823		
-2.000002598	2.331124182		
-2.000000876	2.331123362		
-1.999999154	2.331122541		
-1.999996572	2.331121311		
-1.999992698	2.331119464		
-1.999986886	2.331116695		
-1.99997817	2.331112541		
-1.999965095	2.33110631		
-1.999945482	2.331096964		
-1.999916064	2.331082944		
-1.999871937	2.331061914		
-1.999805747	2.331030368		
-1.999706467	2.330983048		
-1.999557552	2.330912064		
-1.999334195	2.33080558		
-1.998999192	2.330645836		
-1.998496765	2.33040618		
-1.997743292	2.330046606		
-1.996613464	2.329507042		
-1.994919577	2.328697243		
-1.992380663	2.327481534		
-1.98857658	2.325655724		
-1.982880028	2.322912052		
-1.974356479	2.318785699		
-1.961618187	2.312572778		
-1.942616627	2.30320513		
-1.915114904	2.289441524		
-1.887682378	2.275482437		
-1.860347859	2.261333699		
-1.83315769	2.246990036		
-1.806068321	2.232443311		
-1.779062993	2.217721233		
-1.752171158	2.202854042		
-1.725385684	2.187802562		
-1.698712663	2.172536416		
-1.672182886	2.157083685		
-1.645750471	2.141432111		
-1.619417071	2.125589434		
-1.593244065	2.10956969		
-1.567184254	2.093334483		
-1.541237922	2.076904882		
-1.515431622	2.060303224		
-1.489742617	2.043494047		
-1.464208202	2.02645535		
-1.438866418	2.009183763		
-1.426134104	2.000372225		
-1.425733366	2.000093487		
-1.425633166	2.000023779		
-1.425608116	2.00000635		
-1.425601853	2.000001993		
-1.425598757	2.000000185		
-1.425597156	1.999998725		
-1.42559559	1.999997636		
-1.425593241	1.999996002		
-1.425589719	1.999993551		
-1.425584435	1.999989875		
-1.425576508	1.99998436		
-1.425564619	1.999976088		
-1.425546785	1.99996368		
-1.425520035	1.999945068		
-1.42547991	1.99991715		
-1.425419724	1.999875273		
-1.425329448	1.999812457		
-1.425194041	1.999718231		
-1.424990947	1.999576892		
-1.424686342	1.999364877		
-1.424229517	1.999046845		
-1.423544463	1.998569775		
-1.422517293	1.99785412		
-1.420977464	1.996780525		
-1.418669791	1.995169887		
-1.415212908	1.992753396		
-1.410037881	1.989127524		
-1.402298149	1.983686361		
-1.390744519	1.97552389		
-1.373545203	1.963283044		
-1.348712811	1.945362888		
-1.324016709	1.927218583		
-1.299510759	1.908908554		
-1.275126687	1.890399275		
-1.250857629	1.871720948		
-1.226790964	1.852925255		
-1.202839158	1.833925391		
-1.179010414	1.814752745		
-1.155346862	1.795446292		
-1.131789749	1.775965389		
-1.108379808	1.756303975		
-1.085195348	1.736493222		
-1.062144759	1.716504271		
-1.039223223	1.696373712		
-1.016452195	1.676119704		
-1.004964021	1.665804431		
-1.00207076	1.66319686		
-1.000622724	1.661890379		
-1.000260397	1.661563323		
-1.000079211	1.661399753		
-1.00003391	1.661358854		
-1.000011259	1.661338404		
-1.000000067	1.661328206		
-0.999998518	1.6613269		
-0.999997102	1.661325622		
-0.999994978	1.661323705		
-0.999991793	1.661320829		
-0.999987015	1.661316515		
-0.999979848	1.661310044		
-0.999969098	1.661300338		
-0.999952972	1.661285779		
-0.999928785	1.66126394		
-0.999892504	1.661231181		
-0.999838085	1.661182043		
-0.999756462	1.661108335		
-0.999634036	1.660997773		
-0.999450419	1.660831927		
-0.999175046	1.660583152		
-0.998762098	1.660209977		
-0.998142931	1.659650187		
-0.997214751	1.65881044		
-0.99582376	1.657550685		
-0.993740132	1.655660757		
-0.990621064	1.652825238		
-0.985956599	1.648570656		
-0.978993693	1.642187194		
-0.968635288	1.63261137		
-0.953274828	1.618251461		
-0.931167608	1.597338201		
-0.909185152	1.57629982		
-0.887354891	1.555153565		
-0.86564177	1.533822507		
-0.844133295	1.512299569		
-0.822886461	1.490615772		
-0.80180448	1.468786458		
-0.780868188	1.446857497		
-0.760077741	1.424808252		
-0.739411329	1.402560986		
-0.718994265	1.380123867		
-0.698878067	1.357572215		
-0.678892842	1.334866078		
-0.659090811	1.312077481		
-0.639443869	1.289136839		
-0.619925142	1.265993997		
-0.600710808	1.242739345		
-0.581803017	1.219377487		
-0.563010795	1.195821513		
-0.544463375	1.172183889		
-0.526100047	1.148334346		
-0.507876343	1.124286493		
-0.490007031	1.100368095		
-0.472274482	1.076242167		
-0.454696914	1.051886298		
-0.437441519	1.027435512		
-0.420456587	1.002717923		
-0.419363055	1.00110517		
-0.418816066	1.000297552		
-0.418679243	1.000095441		
-0.418645032	1.0000449		
-0.418627927	1.000019628		
-0.418619374	1.000006992		
-0.418615098	1.000000674		
-0.418614028	0.999999094		
-0.418612959	0.999997515		
-0.418611356	0.999995145		
-0.41860895	0.999991591		
-0.418605342	0.99998626		
-0.41859993	0.999978264		
-0.418591811	0.99996627		
-0.418579634	0.999948278		
-0.418561368	0.999921292		
-0.418533969	0.999880813		
-0.418492873	0.999820097		
-0.418431232	0.999729028		
-0.418338778	0.999592437		
-0.418200112	0.999387578		
-0.417992149	0.999080351		
-0.417680283	0.998619648		
-0.417212664	0.997928902		
-0.416511636	0.996893473		
-0.415460992	0.995341876		
-0.413887026	0.993017922		
-0.411530523	0.989539618		
-0.40800558	0.984338949		
-0.402739616	0.976574487		
-0.394934364	0.965039931		
-0.383425495	0.947910234		
-0.366997309	0.923081971		
-0.350769861	0.897953675		
-0.335051247	0.872744773		
-0.319855707	0.84766339		
-0.304680637	0.822345572		
-0.289854188	0.797052452		
-0.275258685	0.771381426		
-0.26080507	0.745546423		
-0.246825595	0.720365882		
-0.232849773	0.69477622		
-0.219071199	0.668824883		
-0.205770462	0.642709983		
-0.193153151	0.616741163		
-0.180966384	0.59113305		
-0.168919245	0.565403553		
-0.15727336	0.539453124		
-0.145858839	0.512845761		
-0.134374523	0.484717949		
-0.124541589	0.459457665		
-0.115688636	0.436291486		
-0.107957409	0.416060613		
-0.101362423	0.398803022		
