 Sw H + Iono O	South to North 	T = 12:00:00	
Nightside		Dayside	
X[R]	Z[R]	X[R]	Z[R]
2.43E-07	0.465831892	-2.46E-07	0.424268542
-3.01E-07	0.465831408	-2.44E-07	0.424267312
-2.01E-07	0.465830003	3.15E-07	0.424266588
2.66E-07	0.465829501	2.27E-07	0.424265219
2.58E-07	0.465828013	-2.85E-07	0.424264589
-3.22E-07	0.465827485	-2.47E-07	0.424263248
-2.87E-07	0.465825762	3.13E-07	0.424262554
3.59E-07	0.465825172	3.11E-07	0.424260988
3.17E-07	0.465823261	-3.70E-07	0.424260269
-3.78E-07	0.465822728	-4.10E-08	0.424259409
-1.73E-08	0.465821785	2.06E-08	0.424259246
8.64E-09	0.465821712	4.99E-08	0.424259176
2.14E-08	0.465821673	1.17E-07	0.424259015
5.19E-08	0.465821579	-1.62E-07	0.424258605
-7.51E-08	0.465821414	-1.28E-07	0.424257875
-4.65E-08	0.465821074	1.71E-07	0.424257456
6.68E-08	0.465820928	1.56E-07	0.424256632
4.30E-08	0.465820621	3.17E-07	0.424256244
1.01E-07	0.465820444	-3.92E-07	0.424255408
-1.40E-07	0.465820155	-3.94E-08	0.424254484
-1.09E-07	0.465819454	-2.27E-08	0.424254327
1.47E-07	0.465819165	3.35E-08	0.424254236
-7.69E-08	0.46581848	1.87E-08	0.424254103
1.07E-07	0.465818255	4.56E-08	0.424254039
7.36E-08	0.465817748	-6.62E-08	0.424253862
1.65E-07	0.465817468	-4.00E-08	0.424253592
-2.10E-07	0.465817105	5.78E-08	0.424253438
-1.75E-07	0.465816018	3.60E-08	0.424253201
2.25E-07	0.465815624	8.52E-08	0.424253082
2.17E-07	0.46581437	-1.20E-07	0.424252774
-2.84E-07	0.465813848	-8.77E-08	0.424252251
-2.83E-07	0.465812238	1.20E-07	0.424251948
3.48E-07	0.465811695	-6.19E-08	0.42425144
3.25E-07	0.465809789	8.76E-08	0.424251212
-3.98E-07	0.465809171	5.67E-08	0.424250846
-1.65E-07	0.465807622	1.30E-07	0.42425067
2.12E-07	0.46580725	2.72E-07	0.424250328
2.04E-07	0.46580607	-3.43E-07	0.424249569
-2.67E-07	0.465805577	-7.13E-08	0.424248499
-2.66E-07	0.465804063	-1.62E-07	0.424248281
3.27E-07	0.465803549	2.18E-07	0.424247747
3.04E-07	0.465801759	1.98E-07	0.424246701
-3.74E-07	0.465801176	-2.54E-07	0.424246123
-1.66E-07	0.465799686	-1.46E-07	0.424245109
2.12E-07	0.46579932	-2.97E-07	0.424244744
2.08E-07	0.465798128	3.69E-07	0.424243954
-2.70E-07	0.465797638	2.12E-08	0.424243044
-2.63E-07	0.465796124	1.15E-08	0.424242961
3.22E-07	0.465795626	-1.71E-08	0.424242914
3.05E-07	0.465793848	-9.05E-09	0.424242848
-3.72E-07	0.46579328	-2.23E-08	0.424242816
-1.18E-07	0.465791945	3.29E-08	0.424242726
-2.49E-07	0.465791544	1.82E-08	0.424242596
3.01E-07	0.4657911	-2.68E-08	0.424242524
2.94E-07	0.46578941	-1.49E-08	0.424242417
-3.54E-07	0.4657889	-3.65E-08	0.424242366
-1.32E-08	0.465787935	5.30E-08	0.424242224
1.96E-08	0.46578789	3.19E-08	0.424242008
1.05E-08	0.465787806	7.63E-08	0.424241902
2.58E-08	0.465787759	-1.08E-07	0.424241619
-3.80E-08	0.465787673	-7.50E-08	0.424241156
-2.13E-08	0.465787508	1.05E-07	0.424240888
3.13E-08	0.465787438	7.89E-08	0.424240424
1.78E-08	0.465787301	1.75E-07	0.424240193
4.31E-08	0.465787223	-2.30E-07	0.424239647
-6.23E-08	0.465787086	-2.26E-07	0.4242385
-3.87E-08	0.465786804	2.81E-07	0.424237898
-9.18E-08	0.465786641	2.55E-07	0.42423655
1.29E-07	0.46578637	-3.17E-07	0.424235872
9.42E-08	0.465785744	-2.10E-07	0.424234538
-1.30E-07	0.46578548	2.78E-07	0.424233872
-1.06E-07	0.465784817	2.70E-07	0.424232495
-2.27E-07	0.465784446	-3.37E-07	0.424231762
2.91E-07	0.465783935	-1.53E-08	0.424230843
1.68E-07	0.46578266	-3.74E-08	0.42423079
-2.15E-07	0.465782279	5.43E-08	0.424230645
-1.75E-07	0.46578118	3.28E-08	0.424230424
2.26E-07	0.465780773	7.83E-08	0.424230315
2.11E-07	0.465779532	-1.11E-07	0.424230026
-2.80E-07	0.465779003	-7.72E-08	0.42422955
-2.71E-07	0.465777439	1.08E-07	0.424229274
3.39E-07	0.465776883	8.15E-08	0.424228797
1.54E-08	0.465775949	1.80E-07	0.424228559
3.77E-08	0.46577588	-2.37E-07	0.424227998
-5.47E-08	0.465775759	-2.34E-07	0.424226815
-3.31E-08	0.465775514	2.90E-07	0.424226198
-7.90E-08	0.465775373	2.65E-07	0.424224803
1.12E-07	0.465775134	-3.28E-07	0.424224104
7.79E-08	0.465774603	-1.95E-07	0.424222778
-1.09E-07	0.465774376	2.60E-07	0.424222148
-8.24E-08	0.465773839	2.44E-07	0.42422088
-1.82E-07	0.465773533	-3.09E-07	0.424220191
2.39E-07	0.465773088	-8.49E-08	0.424219177
2.36E-07	0.465771737	-1.88E-07	0.424218929
-2.92E-07	0.465771271	2.48E-07	0.424218339
-2.68E-07	0.465769682	2.44E-07	0.424217104
3.32E-07	0.465769156	-3.02E-07	0.424216455
1.91E-07	0.465767702	-2.74E-07	0.424215003
-2.55E-07	0.465767209	3.41E-07	0.424214272
-2.38E-07	0.465765811	2.33E-07	0.42421282
3.02E-07	0.465765293	-2.85E-07	0.424212227
1.06E-07	0.465764176	-1.01E-07	0.424211239
2.30E-07	0.465763797	1.39E-07	0.424210886
-2.97E-07	0.465763266	1.11E-07	0.424210256
-2.30E-07	0.465761786	-1.48E-07	0.424209894
2.87E-07	0.465761313	7.82E-08	0.424209249
2.54E-07	0.465759781	-1.09E-07	0.424208972
-3.19E-07	0.465759254	-7.60E-08	0.424208505
-3.01E-07	0.465757496	1.08E-07	0.424208221
3.57E-07	0.465757004	7.30E-08	0.424207762
4.61E-08	0.46575619	-1.03E-07	0.424207497
-2.31E-08	0.465755991	-7.44E-08	0.424207049
-5.60E-08	0.46575589	-1.67E-07	0.424206826
-1.29E-07	0.465755665	2.23E-07	0.424206285
1.77E-07	0.465755307	2.10E-07	0.424205195
1.48E-07	0.465754389	-2.66E-07	0.424204604
-1.95E-07	0.465754021	-2.27E-07	0.424203362
-1.90E-07	0.465752926	2.89E-07	0.424202715
2.37E-07	0.46575254	2.85E-07	0.424201275
2.13E-07	0.465751267	-3.41E-07	0.424200602
-2.65E-07	0.465750834	-8.68E-09	0.424199734
-2.12E-07	0.465749489	4.34E-09	0.424199701
2.77E-07	0.465748982	1.08E-08	0.424199685
2.77E-07	0.465747408	2.65E-08	0.424199647
-3.39E-07	0.465746883	-3.90E-08	0.424199542
-3.20E-07	0.465745014	-2.21E-08	0.424199387
3.91E-07	0.465744415	-5.37E-08	0.424199311
1.28E-07	0.465742999	-1.23E-07	0.424199144
2.69E-07	0.465742566	-2.58E-07	0.42419882
-3.24E-07	0.465742093	3.25E-07	0.4241981
-3.19E-07	0.465740264	7.08E-08	0.424197079
3.82E-07	0.465739719	1.60E-07	0.424196864
4.37E-09	0.46573873	-2.15E-07	0.42419634
-2.18E-09	0.465738712	-1.98E-07	0.424195302
-5.45E-09	0.465738702	2.53E-07	0.424194732
-1.35E-08	0.465738677	2.10E-07	0.424193566
-3.30E-08	0.465738618	-2.70E-07	0.424192951
-7.82E-08	0.465738479	-2.59E-07	0.424191623
1.10E-07	0.465738249	3.14E-07	0.424190983
8.07E-08	0.465737714	5.57E-08	0.424190027
1.80E-07	0.465737408	-7.97E-08	0.424189817
-2.39E-07	0.465736953	-5.24E-08	0.424189483
-2.30E-07	0.465735621	-1.22E-07	0.424189315
2.88E-07	0.465735142	1.68E-07	0.424188891
2.53E-07	0.465733612	1.36E-07	0.424188124
-3.18E-07	0.46573308	-1.81E-07	0.424187686
-3.18E-07	0.465731271	-1.71E-07	0.424186801
3.76E-07	0.465730761	2.16E-07	0.424186321
6.40E-08	0.465729944	1.84E-07	0.424185313
-3.23E-08	0.465729663	-2.34E-07	0.424184788
-7.71E-08	0.465729526	-2.31E-07	0.424183619
-1.74E-07	0.465729228	3.00E-07	0.424182925
2.34E-07	0.465728775	2.60E-07	0.424181517
2.16E-07	0.465727501	-3.22E-07	0.424180831
-2.75E-07	0.465727025	-2.94E-07	0.424179282
-1.09E-07	0.465725972	3.64E-07	0.424178506
-2.32E-07	0.465725594	2.18E-07	0.424177029
2.97E-07	0.465725074	-2.71E-07	0.424176451
1.54E-07	0.465723825	-1.70E-07	0.424175333
-2.00E-07	0.465723464	2.26E-07	0.424174789
-1.57E-07	0.46572246	2.16E-07	0.424173676
2.06E-07	0.465722079	-2.72E-07	0.424173078
1.85E-07	0.465720974	-2.37E-07	0.424171796
-2.48E-07	0.465720494	2.99E-07	0.424171136
-2.29E-07	0.465719144	2.98E-07	0.424169636
2.92E-07	0.465718639	-3.54E-07	0.424168953
1.22E-07	0.465717502	-4.96E-08	0.424168158
2.59E-07	0.465717082	2.49E-08	0.424167959
-3.30E-07	0.465716513	6.01E-08	0.424167874
-1.33E-07	0.465715241	1.38E-07	0.424167687
1.77E-07	0.465714907	-1.88E-07	0.42416722
-9.47E-08	0.465714064	-1.62E-07	0.424166339
1.30E-07	0.465713798	2.11E-07	0.424165843
9.52E-08	0.465713165	-1.16E-07	0.424164891
2.07E-07	0.465712821	1.58E-07	0.424164497
-2.57E-07	0.46571241	1.21E-07	0.424163792
-2.34E-07	0.465711019	2.58E-07	0.424163464
2.90E-07	0.465710555	-3.13E-07	0.424162819
1.84E-07	0.465709232	-3.02E-07	0.424161273
-2.44E-07	0.465708768	3.65E-07	0.42416053
-2.33E-07	0.465707413	5.89E-08	0.424159432
2.93E-07	0.465706924	-8.46E-08	0.424159209
2.56E-07	0.465705372	-5.45E-08	0.424158856
-3.23E-07	0.465704829	7.75E-08	0.424158653
-3.22E-07	0.465702997	5.26E-08	0.424158324
3.82E-07	0.465702475	1.21E-07	0.424158159
5.70E-08	0.465701625	-1.65E-07	0.424157747
-2.87E-08	0.465701377	-1.41E-07	0.424156977
-6.89E-08	0.465701254	1.85E-07	0.424156541
9.63E-08	0.465701053	1.40E-07	0.424155722
-4.89E-08	0.465700622	-1.86E-07	0.424155276
7.00E-08	0.46570047	-1.58E-07	0.424154411
4.32E-08	0.465700155	2.15E-07	0.424153878
1.01E-07	0.465699978	1.85E-07	0.424152871
2.18E-07	0.465699617	-2.42E-07	0.424152303
-2.82E-07	0.465699112	-2.41E-07	0.424151091
-2.18E-07	0.465697704	2.96E-07	0.424150469
2.73E-07	0.465697254	2.78E-07	0.424149026
2.42E-07	0.465695796	-3.40E-07	0.424148316
-3.03E-07	0.465695294	-1.28E-07	0.424147118
-2.86E-07	0.465693623	1.76E-07	0.424146674
3.39E-07	0.465693156	1.43E-07	0.424145869
4.32E-08	0.46569238	-1.90E-07	0.424145409
-2.17E-08	0.465692194	-1.80E-07	0.424144479
-5.24E-08	0.465692099	2.27E-07	0.424143975
-1.21E-07	0.465691888	1.95E-07	0.424142913
1.67E-07	0.465691551	-2.47E-07	0.42414236
1.38E-07	0.465690692	-2.45E-07	0.424141126
-1.83E-07	0.465690346	3.16E-07	0.424140395
9.82E-08	0.465689472	2.58E-07	0.424138947
-1.35E-07	0.465689197	-3.21E-07	0.424138254
-9.89E-08	0.465688541	-2.89E-07	0.42413672
-2.15E-07	0.465688185	3.60E-07	0.424135942
2.66E-07	0.46568776	2.80E-07	0.424134329
2.43E-07	0.465686317	-3.38E-07	0.424133644
-3.01E-07	0.465685837	-4.46E-08	0.424132652
-1.81E-07	0.465684495	6.44E-08	0.42413248
2.41E-07	0.465684032	3.99E-08	0.424132216
2.27E-07	0.465682706	9.46E-08	0.424132084
-2.87E-07	0.465682219	-1.33E-07	0.424131741
-2.45E-07	0.465680715	-9.66E-08	0.424131161
3.12E-07	0.465680179	1.33E-07	0.424130825
3.08E-07	0.465678419	1.08E-07	0.424130218
-3.68E-07	0.465677898	2.32E-07	0.42412992
-1.25E-08	0.465676968	-2.98E-07	0.424129238
6.24E-09	0.465676916	-1.97E-07	0.424127984
1.55E-08	0.465676888	2.50E-07	0.424127425
3.78E-08	0.465676819	2.11E-07	0.424126262
-5.52E-08	0.465676696	-2.70E-07	0.424125653
-3.25E-08	0.465676451	-2.64E-07	0.424124313
4.73E-08	0.465676346	3.17E-07	0.424123679
2.85E-08	0.465676135	1.44E-08	0.424122815
6.80E-08	0.465676014	-2.14E-08	0.424122757
-9.65E-08	0.465675807	-1.16E-08	0.424122673
-6.67E-08	0.46567535	-2.85E-08	0.424122633
-1.53E-07	0.465675087	4.17E-08	0.42412252
2.07E-07	0.465674677	2.40E-08	0.424122354
1.82E-07	0.465673578	5.80E-08	0.424122272
-2.36E-07	0.465673151	-8.35E-08	0.42412205
-2.14E-07	0.465671877	-5.31E-08	0.424121704
2.64E-07	0.465671461	7.58E-08	0.424121505
2.44E-07	0.465670022	5.05E-08	0.424121186
-3.01E-07	0.46566955	1.17E-07	0.424121026
-1.46E-07	0.465668315	-1.61E-07	0.424120622
1.98E-07	0.465667924	-1.33E-07	0.424119883
1.74E-07	0.465666873	1.76E-07	0.424119462
-2.26E-07	0.465666466	-9.44E-08	0.424118684
1.27E-07	0.465665353	1.30E-07	0.424118356
-1.71E-07	0.465665016	9.49E-08	0.424117789
-1.35E-07	0.465664154	2.06E-07	0.424117521
1.77E-07	0.465663829	-2.56E-07	0.424116973
1.60E-07	0.465662876	-2.33E-07	0.424115743
-2.14E-07	0.465662464	2.89E-07	0.424115125
-1.99E-07	0.465661295	1.83E-07	0.424113928
2.53E-07	0.465660861	-2.44E-07	0.424113342
2.13E-07	0.465659547	-2.33E-07	0.424112143
-2.72E-07	0.465659073	2.93E-07	0.4241115
-2.65E-07	0.465657549	2.56E-07	0.424110117
3.19E-07	0.465657085	-3.23E-07	0.424109405
2.32E-08	0.46565618	-3.22E-07	0.424107786
-3.40E-08	0.465656103	3.82E-07	0.42410705
-1.93E-08	0.465655955	5.91E-08	0.424106207
-4.69E-08	0.46565587	-2.98E-08	0.424105968
6.78E-08	0.465655721	-7.14E-08	0.424105868
4.21E-08	0.465655414	9.95E-08	0.424105614
-6.04E-08	0.465655282	-5.06E-08	0.424105201
3.04E-08	0.46565502	7.23E-08	0.424105011
-4.43E-08	0.465654922	4.50E-08	0.424104714
-2.52E-08	0.465654729	1.05E-07	0.42410457
-6.06E-08	0.46565462	2.25E-07	0.42410428
-1.39E-07	0.465654381	-2.90E-07	0.424103615
1.88E-07	0.465654008	-1.93E-07	0.424102391
1.65E-07	0.46565301	2.45E-07	0.424101844
-2.14E-07	0.465652622	2.07E-07	0.424100704
1.20E-07	0.465651569	-2.65E-07	0.424100107
-1.62E-07	0.46565125	-2.59E-07	0.424098793
-1.27E-07	0.465650437	3.11E-07	0.424098172
-2.67E-07	0.465650008	1.01E-08	0.424097333
3.21E-07	0.465649539	-1.50E-08	0.424097292
3.16E-07	0.465647729	-7.98E-09	0.424097234
-3.79E-07	0.465647189	-1.97E-08	0.424097206
-4.04E-09	0.465646209	2.91E-08	0.424097127
2.02E-09	0.465646192	1.61E-08	0.424097012
5.03E-09	0.465646183	3.93E-08	0.424096956
1.25E-08	0.46564616	-5.72E-08	0.424096803
3.06E-08	0.465646104	-3.40E-08	0.424096571
7.26E-08	0.465645975	4.93E-08	0.424096439
-1.02E-07	0.465645759	3.00E-08	0.424096238
-7.37E-08	0.465645265	7.15E-08	0.424096139
-1.66E-07	0.465644982	-1.01E-07	0.424095876
2.22E-07	0.465644554	-7.12E-08	0.42409544
2.08E-07	0.465643335	-1.62E-07	0.424095223
-2.63E-07	0.465642885	2.18E-07	0.424094688
-2.23E-07	0.465641511	1.97E-07	0.424093644
2.84E-07	0.465641018	-2.53E-07	0.424093065
2.79E-07	0.465639418	-1.52E-07	0.424092038
-3.35E-07	0.465638937	-3.08E-07	0.424091663
-9.45E-09	0.465638032	3.81E-07	0.424090851
1.41E-08	0.465638	3.95E-08	0.424089958
7.40E-09	0.46563794	2.30E-08	0.4240898
1.83E-08	0.465637907	-3.38E-08	0.424089708
-2.70E-08	0.465637845	-1.89E-08	0.424089574
-1.48E-08	0.465637729	-4.61E-08	0.424089509
-3.62E-08	0.465637664	6.69E-08	0.42408933
-8.52E-08	0.465637513	4.08E-08	0.424089057
-1.87E-07	0.4656372	-5.88E-08	0.424088901
2.45E-07	0.465636749	-3.70E-08	0.424088658
2.44E-07	0.465635359	-8.73E-08	0.424088537
-3.00E-07	0.46563489	1.22E-07	0.424088223
-2.81E-07	0.465633244	9.12E-08	0.424087685
3.44E-07	0.46563271	-1.25E-07	0.424087373
1.39E-07	0.465631385	6.43E-08	0.424086844
-1.90E-07	0.465631	-9.07E-08	0.424086609
-1.58E-07	0.465630019	-5.97E-08	0.424086229
2.09E-07	0.465629625	-1.36E-07	0.424086045
2.02E-07	0.465628459	-2.81E-07	0.424085696
-2.52E-07	0.465628045	3.52E-07	0.424084927
-2.24E-07	0.465626696	2.65E-08	0.424083941
2.81E-07	0.465626233	6.38E-08	0.424083852
2.52E-07	0.465624725	-9.10E-08	0.424083613
-3.26E-07	0.46562414	-6.08E-08	0.424083229
-2.56E-07	0.465622503	8.57E-08	0.424083007
3.20E-07	0.465621979	-4.34E-08	0.424082656
2.84E-07	0.46562027	6.24E-08	0.424082491
-3.56E-07	0.465619684	3.75E-08	0.424082237
-3.18E-07	0.465617776	8.84E-08	0.424082115
3.80E-07	0.465617243	1.95E-07	0.424081859
2.44E-08	0.465616313	-2.56E-07	0.424081254
-1.22E-08	0.46561621	-2.54E-07	0.424079974
-3.00E-08	0.465616155	3.13E-07	0.424079309
-7.22E-08	0.465616026	2.89E-07	0.424077794
1.03E-07	0.465615803	-3.57E-07	0.42407704
6.89E-08	0.465615323	-1.84E-07	0.424075665
-9.71E-08	0.465615117	2.31E-07	0.424075158
-6.94E-08	0.46561465	2.31E-07	0.424073999
-1.57E-07	0.465614381	-2.96E-07	0.424073325
2.10E-07	0.465613973	-1.67E-07	0.424072149
1.94E-07	0.465612826	2.15E-07	0.424071655
-2.48E-07	0.465612397	1.74E-07	0.424070674
-2.07E-07	0.465611115	-2.25E-07	0.42407015
2.65E-07	0.465610649	-2.09E-07	0.424069058
2.56E-07	0.465609171	2.78E-07	0.424068391
-3.09E-07	0.465608713	2.67E-07	0.424067024
-4.46E-08	0.465607767	-3.35E-07	0.424066292
6.42E-08	0.465607626	-3.49E-08	0.424065333
4.04E-08	0.465607334	-8.28E-08	0.424065218
9.54E-08	0.465607165	1.16E-07	0.424064917
-1.33E-07	0.465606886	8.47E-08	0.424064409
-9.98E-08	0.465606231	-1.17E-07	0.424064115
1.36E-07	0.465605957	5.98E-08	0.424063625
-7.04E-08	0.465605331	-8.48E-08	0.424063404
9.92E-08	0.46560512	-5.46E-08	0.424063051
6.55E-08	0.46560466	-1.25E-07	0.424062881
1.49E-07	0.465604404	-2.64E-07	0.424062549
-1.93E-07	0.465604055	3.34E-07	0.424061806
-1.52E-07	0.465603083	8.88E-08	0.42406072
1.99E-07	0.465602715	1.97E-07	0.424060459
1.79E-07	0.465601646	-2.61E-07	0.424059836
-2.40E-07	0.465601181	-2.54E-07	0.424058543
-2.21E-07	0.465599875	3.17E-07	0.424057858
2.82E-07	0.465599387	2.84E-07	0.424056345
1.17E-07	0.465598291	-3.55E-07	0.424055578
2.48E-07	0.465597888	-2.82E-07	0.424053972
-3.16E-07	0.46559734	3.40E-07	0.424053287
-1.34E-07	0.465596101	3.35E-08	0.424052317
1.77E-07	0.465595768	-4.89E-08	0.424052185
1.32E-07	0.4655949	-2.88E-08	0.424051988
-1.76E-07	0.46559456	-6.93E-08	0.424051891
-1.46E-07	0.465593651	9.90E-08	0.424051631
-2.98E-07	0.465593185	6.60E-08	0.424051213
3.52E-07	0.465592709	-9.31E-08	0.424050971
2.96E-07	0.46559088	-6.63E-08	0.424050568
-3.55E-07	0.46559037	-1.50E-07	0.424050367
-6.47E-09	0.465589421	2.02E-07	0.424049875
9.65E-09	0.465589399	1.85E-07	0.424048903
4.99E-09	0.465589358	-2.37E-07	0.424048368
1.24E-08	0.465589336	-1.96E-07	0.424047279
-1.84E-08	0.465589294	2.52E-07	0.424046703
-9.74E-09	0.465589216	2.42E-07	0.424045463
1.45E-08	0.465589182	-2.93E-07	0.424044864
7.67E-09	0.465589121	-5.88E-08	0.424043956
1.89E-08	0.465589086	8.37E-08	0.424043736
-2.79E-08	0.465589023	5.67E-08	0.424043381
-1.55E-08	0.465588903	1.31E-07	0.424043204
-3.78E-08	0.465588834	-1.78E-07	0.424042759
5.50E-08	0.465588712	-1.51E-07	0.424041929
3.27E-08	0.465588467	1.99E-07	0.424041458
-4.74E-08	0.465588362	-1.08E-07	0.424040569
-2.89E-08	0.46558815	1.48E-07	0.424040199
-6.89E-08	0.465588027	1.11E-07	0.424039544
9.73E-08	0.46558782	2.39E-07	0.424039238
6.87E-08	0.465587354	-2.93E-07	0.424038627
1.56E-07	0.465587087	-2.77E-07	0.424037197
-2.10E-07	0.465586676	3.38E-07	0.424036497
-1.91E-07	0.465585542	1.03E-07	0.424035367
2.45E-07	0.465585111	-1.43E-07	0.424035
2.00E-07	0.465583859	-1.09E-07	0.424034364
-2.58E-07	0.465583396	1.48E-07	0.424033997
-2.43E-07	0.465581976	1.27E-07	0.424033304
2.97E-07	0.465581519	2.66E-07	0.424032971
1.03E-07	0.465580427	-3.35E-07	0.42403223
-1.42E-07	0.465580134	-6.43E-08	0.424031198
-1.12E-07	0.465579418	-1.47E-07	0.424030999
1.51E-07	0.465579123	1.99E-07	0.424030508
-7.92E-08	0.465578417	1.76E-07	0.424029565
1.10E-07	0.465578187	-2.28E-07	0.424029037
7.66E-08	0.465577664	1.28E-07	0.424027997
1.70E-07	0.465577376	-1.73E-07	0.424027572
-2.16E-07	0.465577007	-1.37E-07	0.42402679
-1.84E-07	0.465575879	1.79E-07	0.424026369
2.34E-07	0.465575475	1.63E-07	0.424025509
2.30E-07	0.465574159	-2.18E-07	0.424024981
-2.98E-07	0.465573619	-2.04E-07	0.42402392
-2.76E-07	0.465571991	2.59E-07	0.424023343
3.40E-07	0.465571456	2.20E-07	0.424022137
3.17E-07	0.465569594	-2.80E-07	0.424021507
-3.89E-07	0.465568987	-2.76E-07	0.424020112
-1.68E-07	0.465567454	3.30E-07	0.424019456
2.14E-07	0.465567079	5.75E-10	0.424018594
2.09E-07	0.465565878	-2.88E-10	0.424018592
-2.72E-07	0.46556538	-7.19E-10	0.42401859
-2.72E-07	0.465563834	-1.80E-09	0.424018588
3.33E-07	0.465563317	2.69E-09	0.42401858
3.15E-07	0.465561481	1.36E-09	0.42401857
-3.84E-07	0.465560892	3.39E-09	0.424018565
-1.24E-07	0.465559505	-5.07E-09	0.424018551
-2.62E-07	0.465559084	2.53E-09	0.424018532
3.16E-07	0.465558621	-3.79E-09	0.424018521
3.10E-07	0.465556844	-1.92E-09	0.424018507
-3.72E-07	0.465556311	-4.80E-09	0.4240185
-2.80E-09	0.46555533	7.16E-09	0.42401848
4.20E-09	0.465555321	3.67E-09	0.424018453
2.13E-09	0.465555303	9.14E-09	0.42401844
5.30E-09	0.465555293	-1.36E-08	0.424018402
-7.92E-09	0.465555275	-7.10E-09	0.42401835
3.96E-09	0.465555242	1.06E-08	0.424018321
-5.92E-09	0.465555228	5.53E-09	0.42401828
-3.03E-09	0.465555203	1.37E-08	0.42401826
-7.54E-09	0.46555519	-2.03E-08	0.424018205
1.12E-08	0.465555164	-1.09E-08	0.424018126
5.84E-09	0.465555117	-2.69E-08	0.424018087
1.45E-08	0.46555509	3.94E-08	0.424017981
-2.15E-08	0.465555041	2.24E-08	0.424017824
-1.15E-08	0.465554949	5.44E-08	0.424017747
1.70E-08	0.465554911	1.25E-07	0.424017578
9.14E-09	0.465554838	2.60E-07	0.424017252
2.25E-08	0.465554797	-3.28E-07	0.424016528
-3.31E-08	0.465554722	-6.08E-08	0.424015524
-1.86E-08	0.465554579	-1.39E-07	0.424015335
-4.54E-08	0.465554497	1.89E-07	0.424014867
6.57E-08	0.465554352	1.65E-07	0.424013976
4.04E-08	0.465554056	-2.15E-07	0.424013476
-5.81E-08	0.465553929	1.20E-07	0.424012501
-3.70E-08	0.465553663	-1.62E-07	0.4240121
-8.71E-08	0.46555351	-1.27E-07	0.424011372
1.21E-07	0.465553257	-2.67E-07	0.424011036
9.27E-08	0.465552656	3.22E-07	0.424010386
2.04E-07	0.465552314	3.16E-07	0.424008787
-2.68E-07	0.465551818	-3.79E-07	0.424008033
-2.66E-07	0.465550303	-5.56E-09	0.424007029
3.28E-07	0.465549786	8.31E-09	0.424007006
3.04E-07	0.465547996	4.27E-09	0.424006974
-3.74E-07	0.465547409	1.06E-08	0.424006959
-1.78E-07	0.465545886	2.60E-08	0.424006922
2.25E-07	0.465545502	6.23E-08	0.424006835
2.23E-07	0.465544227	-8.85E-08	0.424006603
-2.89E-07	0.465543711	-6.08E-08	0.424006226
-2.20E-07	0.465542279	-1.39E-07	0.424006037
2.76E-07	0.465541822	1.89E-07	0.424005567
2.44E-07	0.465540353	1.65E-07	0.424004676
-3.06E-07	0.465539844	-2.15E-07	0.424004175
-3.02E-07	0.465538117	1.19E-07	0.424003203
3.57E-07	0.465537633	-1.62E-07	0.424002803
6.40E-08	0.465536866	-1.25E-07	0.424002079
3.83E-08	0.465536582	-2.65E-07	0.424001745
9.05E-08	0.465536422	3.20E-07	0.424001094
2.00E-07	0.465536085	3.13E-07	0.423999505
-2.63E-07	0.465535594	-3.76E-07	0.423998751
-2.60E-07	0.46553411	-2.11E-08	0.423997716
3.21E-07	0.465533595	3.12E-08	0.423997631
2.94E-07	0.465531852	1.72E-08	0.423997508
-3.64E-07	0.465531271	-2.54E-08	0.423997439
-2.19E-07	0.465529649	-1.41E-08	0.423997339
2.71E-07	0.465529215	-3.44E-08	0.42399729
1.69E-07	0.465527987	5.01E-08	0.423997156
-2.25E-07	0.465527556	3.01E-08	0.423996953
-2.15E-07	0.465526308	7.20E-08	0.423996852
2.70E-07	0.465525855	-1.02E-07	0.423996585
2.35E-07	0.465524427	-7.04E-08	0.423996149
-2.97E-07	0.465523926	9.85E-08	0.423995896
-2.96E-07	0.465522243	-5.00E-08	0.42399549
3.51E-07	0.465521759	7.16E-08	0.423995301
4.46E-08	0.465520957	4.40E-08	0.423995008
-2.24E-08	0.465520764	1.03E-07	0.423994866
-5.42E-08	0.465520667	2.23E-07	0.423994577
-1.25E-07	0.465520449	-2.89E-07	0.423993907
1.72E-07	0.4655201	-2.41E-07	0.423992571
1.43E-07	0.465519213	3.00E-07	0.423991926
-1.89E-07	0.465518856	2.71E-07	0.42399049
1.01E-07	0.465517953	-3.37E-07	0.423989764
-1.39E-07	0.465517669	-2.39E-07	0.423988308
-1.02E-07	0.465516991	2.91E-07	0.423987706
-2.22E-07	0.465516624	8.38E-08	0.423986742
2.75E-07	0.465516184	-1.17E-07	0.423986441
2.51E-07	0.465514695	-8.75E-08	0.423985924
-3.11E-07	0.465514198	-1.95E-07	0.423985666
-1.88E-07	0.465512809	2.57E-07	0.423985052
2.50E-07	0.465512328	2.50E-07	0.423983778
2.36E-07	0.465510949	-3.12E-07	0.423983101
-2.99E-07	0.465510443	-2.80E-07	0.423981613
-7.12E-08	0.465509443	3.49E-07	0.423980856
-1.60E-07	0.465509171	2.86E-07	0.423979256
2.13E-07	0.465508763	-3.44E-07	0.423978567
2.02E-07	0.465507587	-1.84E-08	0.423977623
-2.55E-07	0.465507157	2.72E-08	0.423977549
-2.19E-07	0.465505818	1.50E-08	0.423977442
