Sw H+ Iono H	North to South	T = 12:00:00	
Nightside		Dayside	
X[R]	Z[R]	X[R]	Z[R]
-3.384266761	3.91553038		
-3.355857196	3.903150137		
-3.327506293	3.890664344		
-3.299205276	3.878065669		
-3.270940493	3.86534867		
-3.242731764	3.852518814		
-3.214583998	3.839566581		
-3.186487731	3.826481568		
-3.158455155	3.813275592		
-3.130479548	3.799950967		
-3.102564517	3.786501585		
-3.074720955	3.772921254		
-3.046943163	3.75920912		
-3.019224418	3.745370392		
-3.005327382	3.738377297		
-3.001844084	3.736619074		
-3.000101783	3.735738828		
-3.00004731	3.735711298		
-3.000020073	3.735697533		
-3.000006455	3.735690651		
-3.000000354	3.735686936		
-2.999997943	3.735686349		
-2.999996241	3.735685489		
-2.999993688	3.735684198		
-2.999989857	3.735682262		
-2.999984112	3.735679359		
-2.999975494	3.735675003		
-2.999962568	3.73566847		
-2.999943178	3.73565867		
-2.999914093	3.735643971		
-2.999870466	3.735621921		
-2.999805026	3.735588846		
-2.999706868	3.735539232		
-2.999559636	3.73546481		
-2.999338796	3.735353172		
-2.999007557	3.735185704		
-2.998510743	3.734934479		
-2.997765625	3.734557589		
-2.996648178	3.733992137		
-2.994972524	3.733143694		
-2.992460204	3.731870439		
-2.988694327	3.729959235		
-2.983051342	3.727089494		
-2.974599885	3.722778388		
-2.961950951	3.716297194		
-2.94304044	3.706544265		
-2.915567338	3.692242964		
-2.88816153	3.677824166		
-2.860819116	3.663281941		
-2.833552091	3.648610228		
-2.806362452	3.633806054		
-2.779239559	3.618873124		
-2.752185223	3.60382739		
-2.725207477	3.588665185		
-2.698299747	3.57336953		
-2.671463623	3.557947088		
-2.644701626	3.542405114		
-2.618006898	3.526740279		
-2.591397132	3.510948457		
-2.564873503	3.495022751		
-2.538423381	3.478972113		
-2.512048542	3.462810991		
-2.485751316	3.446533633		
-2.4595315	3.43012514		
-2.433401707	3.413589122		
-2.407354421	3.396925414		
-2.381380897	3.380135814		
-2.355500684	3.363229547		
-2.329706582	3.346196068		
-2.303989219	3.329035488		
-2.278362587	3.311762368		
-2.252812686	3.294371489		
-2.227345274	3.276853611		
-2.201986081	3.25920616		
-2.176719771	3.241426228		
-2.151534415	3.223528714		
-2.126441266	3.205533043		
-2.101432288	3.187412612		
-2.076516153	3.169157277		
-2.051708673	3.150780652		
-2.026989596	3.132271856		
-2.002361112	3.113651849		
-2.000807028	3.112471372		
-2.000029795	3.11188075		
-2.000005499	3.111862284		
-2.000000576	3.111857213		
-1.999997906	3.111856514		
-1.999996387	3.11185536		
-1.999994109	3.111853628		
-1.999990693	3.111851032		
-1.999985568	3.111847137		
-1.99997788	3.111841294		
-1.999966349	3.11183253		
-1.999949052	3.111819384		
-1.999923107	3.111799664		
-1.999884189	3.111770085		
-1.999825814	3.111725716		
-1.999738254	3.111659163		
-1.99960692	3.111559331		
-1.99940993	3.111409582		
-1.999114473	3.111184952		
-1.998671348	3.110847996		
-1.998006801	3.110342534		
-1.99701029	3.109584282		
-1.995516222	3.108446768		
-1.993276687	3.1067402		
-1.98992089	3.104179686		
-1.984895024	3.10033747		
-1.97737365	3.09457102		
-1.966130143	3.085914737		
-1.94934951	3.07291678		
-1.92503166	3.05391549		
-1.9008117	3.034797314		
-1.87667613	3.01555861		
-1.864569062	3.005833561		
-1.858508665	3.000943184		
-1.857749528	3.000329485		
-1.85736993	3.000022519		
-1.857346201	3.000003328		
-1.857343235	3.00000093		
-1.857341559	3.00000027		
-1.857340269	2.999998531		
-1.857338045	2.999996732		
-1.857334708	2.999994033		
-1.857329703	2.999989985		
-1.857322195	2.999983913		
-1.857310933	2.999974805		
-1.857294041	2.999961143		
-1.857268702	2.99994065		
-1.857230695	2.99990991		
-1.857173686	2.9998638		
-1.857088174	2.999794635		
-1.856959911	2.999690887		
-1.856767529	2.999535264		
-1.856478985	2.999301827		
-1.856046229	2.998951664		
-1.855397235	2.998426405		
-1.854424056	2.997638484		
-1.852964989	2.99645653		
-1.85077796	2.994683438		
-1.847500937	2.992023451		
-1.842593257	2.988032718		
-1.835249207	2.982045039		
-1.824271758	2.973060327		
-1.807890261	2.95957723		
-1.784161723	2.93988633		
-1.760528599	2.920084675		
-1.736986374	2.900159171		
-1.713566929	2.880109512		
-1.690270343	2.859939399		
-1.667066038	2.839654718		
-1.643969083	2.819276253		
-1.620963962	2.798784053		
-1.5980575	2.778163217		
-1.575290869	2.757421747		
-1.552644251	2.736558111		
-1.530095366	2.715590499		
-1.507655773	2.694537624		
-1.485311406	2.673361712		
-1.463083673	2.652057464		
-1.44099553	2.630631831		
-1.419030719	2.609093796		
-1.397170025	2.587463864		
-1.375413606	2.565746564		
-1.353758099	2.543901944		
-1.332239459	2.52193184		
-1.310861215	2.499835703		
-1.289613292	2.477645009		
-1.268470491	2.455372268		
-1.247430807	2.433002415		
-1.226496566	2.410502875		
-1.205717055	2.387884478		
-1.18509119	2.365139061		
-1.164605556	2.342267771		
-1.144285077	2.319275812		
-1.124125526	2.296125939		
-1.104135158	2.27278692		
-1.084390514	2.249282838		
-1.064873339	2.225651502		
-1.045498577	2.201883635		
-1.026296608	2.178027492		
-1.007223571	2.154039309		
-1.002405499	2.147935738		
-1.001198041	2.146403441		
-1.000594156	2.145636696		
-1.000292174	2.145253174		
-1.000141174	2.145061376		
-1.000065672	2.144965468		
-1.00002792	2.144917512		
-1.000009044	2.144893533		
-1.000000395	2.144881812		
-0.999998426	2.144880045		
-0.999997246	2.144878546		
-0.999995476	2.144876298		
-0.999992822	2.144872926		
-0.99998884	2.144867868		
-0.999982868	2.14486028		
-0.999973909	2.1448489		
-0.999960471	2.144831828		
-0.999940314	2.144806222		
-0.99991008	2.144767812		
-0.99986473	2.144710197		
-0.999796709	2.144623775		
-0.999694684	2.144494143		
-0.999541664	2.144299696		
-0.999312172	2.144008029		
-0.998968018	2.143570538		
-0.99845198	2.142914321		
-0.997678351	2.141930038		
-0.996518872	2.140453712		
-0.99478181	2.138239448		
-0.992181029	2.134918572		
-0.988292192	2.12993958		
-0.982486674	2.122477343		
-0.973836032	2.111307156		
-0.960966838	2.0945965		
-0.942385994	2.070284201		
-0.923928047	2.045899462		
-0.905584834	2.021412931		
-0.896356376	2.009000109		
-0.891728969	2.002753501		
-0.890568893	2.001185195		
-0.889988662	2.000400439		
-0.889698499	2.000007911		
-0.889693964	2.000001775		
-0.88969283	2.000000241		
-0.889691696	1.999998708		
-0.889689996	1.999996407		
-0.889687445	1.999992956		
-0.889683618	1.999987779		
-0.889677879	1.999980014		
-0.88966927	1.999968367		
-0.889656356	1.999950896		
-0.889636985	1.99992469		
-0.88960793	1.999885381		
-0.889564348	1.999826418		
-0.889498977	1.999737976		
-0.889400925	1.999605318		
-0.889253857	1.999406341		
-0.889033278	1.999107898		
-0.888702461	1.998660285		
-0.888206352	1.997988981		
-0.88746245	1.996982285		
-0.886347183	1.995472824		
-0.884675593	1.993209939		
-0.882171794	1.989818949		
-0.878425165	1.984739675		
-0.872825489	1.977132942		
-0.864475679	1.965744379		
-0.852065918	1.94870753		
-0.834171016	1.923921509		
-0.816431082	1.899060726		
-0.79883615	1.87408349		
-0.781380255	1.849085587		
-0.764027104	1.824065513		
-0.74676299	1.798944671		
-0.729600534	1.773690796		
-0.712642528	1.748358682		
-0.695887914	1.722999815		
-0.67920763	1.697541235		
-0.662679684	1.672042893		
-0.64628055	1.646414859		
-0.629981082	1.620686526		
-0.613876672	1.595020878		
-0.597873478	1.569221615		
-0.581979234	1.543303879		
-0.566279585	1.517328979		
-0.550768169	1.491266102		
-0.535387885	1.465206713		
-0.520136233	1.439148845		
-0.504991009	1.412957204		
-0.489951396	1.386604654		
-0.475204186	1.360300054		
-0.460665371	1.33392268		
-0.446189793	1.307389619		
-0.431892441	1.280828112		
-0.417773211	1.254107555		
-0.403838602	1.227494008		
-0.390025424	1.200945219		
-0.376304361	1.174267459		
-0.362682273	1.147371678		
-0.349368672	1.120444368		
-0.336426992	1.093656237		
-0.323550236	1.066661323		
-0.310814197	1.039582245		
-0.298280827	1.012369918		
-0.295082684	1.005324413		
-0.293481166	1.001781777		
-0.292679826	1.000005619		
-0.292678258	1.000002142		
-0.292677474	1.000000403		
-0.29267669	0.999998664		
-0.292675514	0.999996056		
-0.29267375	0.999992144		
-0.292671104	0.999986275		
-0.292667135	0.999977473		
-0.292661182	0.999964269		
-0.292652253	0.999944464		
-0.292638859	0.999914757		
-0.292618768	0.999870198		
-0.292588632	0.999803362		
-0.29254343	0.999703115		
-0.292475631	0.999552759		
-0.29237394	0.99932726		
-0.292221424	0.998989088		
-0.291992691	0.998482003		
-0.291649689	0.997721761		
-0.291135399	0.996582261		
-0.290364448	0.994874943		
-0.289209102	0.992318259		
-0.287478499	0.988492735		
-0.284887977	0.982775299		
-0.281014107	0.974244355		
-0.275271633	0.961572318		
-0.266839321	0.942772988		
-0.254854701	0.915640262		
-0.242978802	0.888236551		
-0.231584495	0.86109047		
-0.220496755	0.833937011		
-0.209403337	0.806542437		
-0.198482226	0.779068275		
-0.1878867	0.751398339		
-0.177750231	0.724433313		
-0.16762082	0.697344561		
-0.157763359	0.670155809		
-0.148159755	0.642519865		
-0.138641943	0.615090242		
-0.129458436	0.588791282		
-0.119880393	0.561352775		
-0.109979282	0.53321777		
-0.099377992	0.504209859		
-0.089624275	0.478462179		
-0.080438806	0.454425882		
-0.072409525	0.433415069		
-0.06429443	0.4121797		
-0.057518295	0.394448084		
