Sw H+ Iono H	North to South	T = 12:00:00	
Nightside		Dayside	
X[R]	Z[R]	X[R]	Z[R]
-0.057517964	-0.394447513	0.098459051	-0.397843234
-0.064294002	-0.412178874	0.105045433	-0.415078307
-0.072409107	-0.433414271	0.112582128	-0.434800134
-0.080438392	-0.454425095	0.121339981	-0.457717458
-0.089623823	-0.478461293	0.130981744	-0.482643276
-0.099377524	-0.504208878	0.142123859	-0.510333008
-0.109978791	-0.533216668	0.153366149	-0.537038919
-0.119879905	-0.561351676	0.164819818	-0.563132635
-0.129457968	-0.588790254	0.176644335	-0.588882105
-0.138641477	-0.615089202	0.188683442	-0.614614601
-0.148159281	-0.642518786	0.201025605	-0.64062855
-0.157762876	-0.670154749	0.214040967	-0.666840243
-0.167620317	-0.697343522	0.227564273	-0.692949563
-0.17774971	-0.724432274	0.241231865	-0.718732842
-0.187886157	-0.751397278	0.254968776	-0.744072812
-0.198481656	-0.779067186	0.269180824	-0.769958702
-0.209402748	-0.806541351	0.283544938	-0.795744237
-0.220496158	-0.833935935	0.298137813	-0.821177798
-0.231583888	-0.861089412	0.313034332	-0.846591589
-0.242978164	-0.888235472	0.327989231	-0.871839196
-0.254854052	-0.915639198	0.343401356	-0.897226687
-0.266838662	-0.942771936	0.359288707	-0.922525329
-0.275270965	-0.961571274	0.375483144	-0.947575359
-0.281013433	-0.97424331	0.38683194	-0.964823238
-0.284887302	-0.982774254	0.394514792	-0.976426294
-0.287477823	-0.988491691	0.399699477	-0.984234545
-0.289208425	-0.992317215	0.403174078	-0.989469692
-0.290363771	-0.994873899	0.405496059	-0.992971459
-0.291134722	-0.996581218	0.407046566	-0.995311275
-0.291649012	-0.997720717	0.408081369	-0.996873548
-0.291992014	-0.998480959	0.408771744	-0.997916138
-0.292220746	-0.998988045	0.409232221	-0.99861168
-0.292373263	-0.999326217	0.409539306	-0.999075589
-0.292474953	-0.999551716	0.409744074	-0.999384957
-0.292542753	-0.999702072	0.409880606	-0.999591246
-0.292587954	-0.999802319	0.409971636	-0.99972879
-0.29261809	-0.999869155	0.410032327	-0.999820495
-0.292638181	-0.999913714	0.41007279	-0.999881635
-0.292651575	-0.999943421	0.410099765	-0.999922397
-0.292660505	-0.999963226	0.410117749	-0.999949573
-0.292666458	-0.99997643	0.410129739	-0.99996769
-0.292670427	-0.999985232	0.410137732	-0.999979768
-0.292673073	-0.9999911	0.410143061	-0.99998782
-0.292674837	-0.999995013	0.410146613	-0.999993189
-0.292676012	-0.999997621	0.410148982	-0.999996767
-0.292676796	-0.99999936	0.410150561	-0.999999153
-0.29267758	-1.000001098	0.410151613	-1.000000744
-0.292679148	-1.000004576	0.410152666	-1.000002334
-0.293480488	-1.001780735	0.410154771	-1.000005516
-0.295082004	-1.005323371	0.410163192	-1.00001824
-0.298280142	-1.012368878	0.410196874	-1.000069135
-0.310813497	-1.039581217	0.410331582	-1.000272663
-0.323549519	-1.066660298	0.410600967	-1.000679572
-0.336426265	-1.093655223	0.411139613	-1.001492791
-0.349367933	-1.120443366	0.412216398	-1.003116823
-0.362681509	-1.147370668	0.416502795	-1.009559581
-0.376303588	-1.174266461	0.425037745	-1.022278823
-0.39002464	-1.20094423	0.441929379	-1.046983053
-0.403837806	-1.227493021	0.459110101	-1.071570574
-0.417772401	-1.254106567	0.476472956	-1.096004222
-0.431891617	-1.280827135	0.493971739	-1.12020076
-0.446188953	-1.307388647	0.511820001	-1.144413256
-0.460664519	-1.333921717	0.529891821	-1.168500346
-0.475203322	-1.360299102	0.54811473	-1.192369872
-0.489950511	-1.3866037	0.566561921	-1.2161559
-0.504990113	-1.412956262	0.58514039	-1.239808332
-0.520135325	-1.439147913	0.603950004	-1.263333285
-0.535386965	-1.465205785	0.623127998	-1.286768997
-0.550767234	-1.491265178	0.642483697	-1.309987882
-0.566278634	-1.517328059	0.661950504	-1.333019942
-0.581978267	-1.543302967	0.681601662	-1.356003714
-0.597872493	-1.56922071	0.701365753	-1.378875751
-0.613875673	-1.595019984	0.721379917	-1.401623481
-0.629980069	-1.620685639	0.741691752	-1.424209264
-0.64627952	-1.646413973	0.762164669	-1.446585729
-0.662678642	-1.672042017	0.782747828	-1.468782854
-0.679206573	-1.697540365	0.80350141	-1.490942655
-0.695886846	-1.722998955	0.824393107	-1.512989876
-0.712641447	-1.748357832	0.845494248	-1.534858177
-0.729599435	-1.773689951	0.866853731	-1.556563287
-0.746761876	-1.798943837	0.888354739	-1.578066424
-0.764025977	-1.824064692	0.909973105	-1.599420742
-0.781379114	-1.849084772	0.931735085	-1.620707471
-0.798834999	-1.874082684	0.953649217	-1.641868105
-0.816429916	-1.899059929	0.968892022	-1.656360672
-0.834169834	-1.923920721	0.979179837	-1.666034857
-0.852064722	-1.948706753	0.986083369	-1.672483314
-0.864474472	-1.965743611	0.990706373	-1.676781546
-0.872824275	-1.977132179	0.993797753	-1.679646609
-0.878423946	-1.984738916	0.995862902	-1.681556433
-0.882170572	-1.989818192	0.997241567	-1.682829542
-0.884674369	-1.993209182	0.998161526	-1.683678232
-0.886345959	-1.995472068	0.99877521	-1.684244002
-0.887461226	-1.99698153	0.999184503	-1.684621172
-0.888205127	-1.997988226	0.999457439	-1.684872613
-0.888701235	-1.99865953	0.999639431	-1.685040239
-0.889032052	-1.999107143	0.999760773	-1.685151988
-0.889252631	-1.999405587	0.999841675	-1.685226488
-0.889399699	-1.999604564	0.999895612	-1.685276154
-0.889497751	-1.999737222	0.999931571	-1.685309264
-0.889563122	-1.999825664	0.999955545	-1.685331338
-0.889606704	-1.999884627	0.999971528	-1.685346054
-0.889635759	-1.999923936	0.999982183	-1.685355864
-0.88965513	-1.999950142	0.999989286	-1.685362404
-0.889668043	-1.999967613	0.999994022	-1.685366765
-0.889676653	-1.99997926	0.999997179	-1.685369671
-0.889682392	-1.999987025	0.999999284	-1.685371609
-0.889686219	-1.999992202	1.000000687	-1.685372901
-0.889688769	-1.999995653	1.00000209	-1.685374193
-0.88969047	-1.999997954	1.000004897	-1.685376777
-0.889691996	-2.000000513	1.000016122	-1.685387112
-0.889692738	-2.000001021	1.000038573	-1.685407782
-0.889695005	-2.000004089	1.000218152	-1.685573112
-0.88969954	-2.000010224	1.001653158	-1.686893761
-0.889989703	-2.000402752	1.024134428	-1.707465004
-0.890569934	-2.001187509	1.046741093	-1.727929658
-0.89173001	-2.002755815	1.069464526	-1.748283506
-0.896357417	-2.009002423	1.092348258	-1.768486612
-0.905585876	-2.021415244	1.115440024	-1.788502749
-0.923929087	-2.045901773	1.138696717	-1.808334784
-0.942387035	-2.070286512	1.162061475	-1.827996515
-0.960967877	-2.09459881	1.18556872	-1.847544216
-0.973837069	-2.111309466	1.209187159	-1.866949213
-0.982487711	-2.122479653	1.2329443	-1.88618059
-0.988293231	-2.12994189	1.256904302	-1.90525376
-0.992182069	-2.134920882	1.280985094	-1.924160673
-0.994782851	-2.138241758	1.305152097	-1.942916837
-0.996519914	-2.140456021	1.32944805	-1.96157589
-0.997679393	-2.141932347	1.34623953	-1.974371598
-0.998453022	-2.14291663	1.357507061	-1.982909983
-0.998969061	-2.143572847	1.365052196	-1.988604634
-0.999313214	-2.144010338	1.370098063	-1.992402004
-0.999542706	-2.144302005	1.37346919	-1.99493397
-0.999695727	-2.144496452	1.375719794	-1.996622261
-0.999797751	-2.144626084	1.377221476	-1.997748141
-0.999865773	-2.144712506	1.378223144	-1.998499049
-0.999911123	-2.144770121	1.378891092	-1.998999779
-0.999941357	-2.144808531	1.379336466	-1.999333654
-0.999961514	-2.144834137	1.379633415	-1.999556262
-0.999974951	-2.144851209	1.379831397	-1.999704678
-0.99998391	-2.144862589	1.37996339	-1.999803627
-0.999989883	-2.144870177	1.380051389	-1.999869596
-0.999993864	-2.144875235	1.380110057	-1.999913575
-0.999996519	-2.144878607	1.380149169	-1.999942896
-0.999998289	-2.144880855	1.380175244	-1.999962443
-1.000000532	-2.144882716	1.380192627	-1.999975474
-1.000000648	-2.144883852	1.380204216	-1.999984162
-1.000003008	-2.14488685	1.380211942	-1.999989954
-1.000007727	-2.144892844	1.380217093	-1.999993815
-1.000026603	-2.144916823	1.380220527	-1.999996389
-1.000064355	-2.14496478	1.380222816	-1.999998105
-1.000139857	-2.145060688	1.380224342	-1.999999249
-1.000290857	-2.145252486	1.380225868	-2.000000393
-1.000592838	-2.145636007	1.38022892	-2.000002681
-1.001196723	-2.146402753	1.380235025	-2.000007257
-1.00240418	-2.147935051	1.380247234	-2.00001641
-1.007222249	-2.154038625	1.380271652	-2.000034715
-1.026295272	-2.17802682	1.380320487	-2.000071323
-1.045497226	-2.201882976	1.380418153	-2.000144537
-1.064871971	-2.225650854	1.380613474	-2.000290953
-1.084389129	-2.249282205	1.381004065	-2.000583734
-1.104133753	-2.272786299	1.381785047	-2.001169099
-1.124124103	-2.296125335	1.384903891	-2.00350611
-1.144283637	-2.319275225	1.391128455	-2.008167193
-1.1646041	-2.342267195	1.415682477	-2.026511606
-1.18508972	-2.365138499	1.440252296	-2.044795971
-1.20571557	-2.38788393	1.46487116	-2.06304573
-1.226495064	-2.410502341	1.489523318	-2.081253974
-1.24742929	-2.433001895	1.514188361	-2.099427812
-1.26846896	-2.455371763	1.538894722	-2.117604948
-1.289611747	-2.477644516	1.563652388	-2.135731796
-1.310859656	-2.499835223	1.588491233	-2.15373016
-1.332237885	-2.521931374	1.61346053	-2.171592185
-1.353756509	-2.543901492	1.638529064	-2.189316883
-1.375412002	-2.565746127	1.663667309	-2.206922871
-1.397168408	-2.587463441	1.688899677	-2.224445066
-1.419029088	-2.609093385	1.714196306	-2.241855323
-1.440993884	-2.630631435	1.739572517	-2.259132288
-1.463082012	-2.652057084	1.765079437	-2.276299381
-1.48530973	-2.673361347	1.790659848	-2.293343922
-1.507654082	-2.694537274	1.816298159	-2.3102629
-1.530093663	-2.715590164	1.842038115	-2.327075665
-1.552642533	-2.73655779	1.867847946	-2.343751685
-1.575289136	-2.757421442	1.893732733	-2.360315525
-1.598055752	-2.778162927	1.919702637	-2.376806759
-1.620962199	-2.79878378	1.945734153	-2.393187233
-1.643967307	-2.819275996	1.963699599	-2.404384516
-1.667064247	-2.839654475	1.975747526	-2.411842628
-1.690268539	-2.859939172	1.983809667	-2.416810425
-1.713565111	-2.880109302	1.98919725	-2.420119823
-1.73698454	-2.900158977	1.992794745	-2.422324942
-1.760526752	-2.920084498	1.995195663	-2.423794496
-1.784159863	-2.939886169	1.996797432	-2.424773961
-1.807888387	-2.959577083	1.997865794	-2.425426831
-1.824269874	-2.973060192	1.998578265	-2.425862029
-1.835247317	-2.982044912	1.999053349	-2.42615214
-1.842591363	-2.988032597	1.999370117	-2.426345537
-1.84749904	-2.992023334	1.999581315	-2.426474464
-1.850776061	-2.994683323	1.999722124	-2.426560414
-1.852963088	-2.996456416	1.999816	-2.426617713
-1.854422155	-2.997638371	1.999878586	-2.426655912
-1.855395333	-2.998426293	1.99992031	-2.426681378
-1.856044327	-2.998951553	1.999948127	-2.426698355
-1.856477082	-2.999301716	1.999966672	-2.426709673
-1.856765627	-2.999535154	1.999979035	-2.426717218
-1.856958008	-2.999690777	1.999987277	-2.426722249
-1.857086271	-2.999794525	1.999992772	-2.426725602
-1.857171783	-2.99986369	1.999996435	-2.426727838
-1.857228792	-2.999909799	1.999998877	-2.426729328
-1.857266799	-2.999940539	2.000000505	-2.426730322
-1.857292138	-2.999961032	2.000002134	-2.426731315
-1.85730903	-2.999974694	2.00000539	-2.426733303
-1.857320292	-2.999983802	2.000011902	-2.426737277
-1.8573278	-2.999989875	2.000037951	-2.426753175
-1.857332805	-2.999993923	2.000090049	-2.426784969
-1.857336142	-2.999996621	2.000298424	-2.426912133
-1.857338366	-2.99999842	2.001131668	-2.427420556
-1.857339576	-3.00000038	2.004460527	-2.429450511
-1.857341332	-3.000000819	2.030763803	-2.445419406
-1.857347264	-3.000005617	2.057128203	-2.461293475
-1.857370993	-3.000024807	2.083563202	-2.47706902
-1.857750591	-3.000331774	2.110052956	-2.492726173
-1.858509728	-3.000945472	2.136621944	-2.508273317
-1.864570125	-3.005835849	2.163268981	-2.523715773
-1.876677193	-3.015560899	2.189969023	-2.539040916
-1.900812761	-3.034799605	2.216741051	-2.55424938
-1.925032718	-3.053917782	2.243590086	-2.569333735
-1.949350569	-3.072919076	2.270505325	-2.584305779
-1.9661312	-3.085917035	2.297481701	-2.59918865
-1.977374706	-3.09457332	2.324514825	-2.613979056
-1.984896079	-3.10033977	2.351596626	-2.628657674
-1.989921944	-3.104181987	2.378755515	-2.643215569
-1.993277741	-3.106742501	2.40599608	-2.657664312
-1.995517276	-3.10844907	2.433274569	-2.672001285
-1.997011344	-3.109586583	2.460613603	-2.686229033
-1.998007854	-3.110344836	2.488017843	-2.700339313
-1.998672402	-3.110850298	2.515480643	-2.714336843
-1.999115526	-3.111187254	2.543004014	-2.728244456
-1.999410984	-3.111411884	2.570578034	-2.742060864
-1.999607973	-3.111561633	2.598196705	-2.755766521
-1.999739308	-3.111661465	2.625881871	-2.769348138
-1.999826868	-3.111728018	2.653645349	-2.782821805
-1.999885243	-3.111772387	2.681443687	-2.796187242
-1.99992416	-3.111801966	2.709293028	-2.809443714
-1.999950105	-3.111821685	2.737202434	-2.822584602
-1.999967402	-3.111834832	2.765166195	-2.835612767
-1.999978934	-3.111843596	2.793184676	-2.848547409
-1.999986621	-3.111849438	2.821252767	-2.861388387
-1.999991746	-3.111853334	2.84936037	-2.87412077
-1.999995163	-3.11185593	2.877523296	-2.886733319
-1.999997441	-3.111857661	2.905757033	-2.899237487
-1.999998959	-3.111858816	2.934023917	-2.911632656
-2.000000478	-3.11185997	2.955898407	-2.92113567
-2.000006552	-3.111864586	2.970549534	-2.927454353
-2.000030849	-3.111883052	2.980344715	-2.931656899
-2.000808082	-3.112473674	2.986887374	-2.934454004
-2.002362165	-3.113654151	2.99125478	-2.936316642
-2.026990649	-3.132274164	2.994168905	-2.937557451
-2.051709724	-3.150782962	2.996112781	-2.938384228
-2.076517202	-3.169159589	2.997409201	-2.938935222
-2.101433336	-3.187414927	2.998273704	-2.939302465
-2.126442311	-3.205535361	2.998850139	-2.939547256
-2.151535458	-3.223531037	2.999234474	-2.939710433
-2.176720812	-3.241428556	2.999490716	-2.93981921
-2.20198712	-3.259208492	2.999661554	-2.939891724
-2.227346312	-3.276855946	2.999775449	-2.939940066
-2.252813721	-3.294373827	2.999851381	-2.939972293
-2.278363619	-3.31176471	2.999902003	-2.939993777
-2.30399025	-3.329037835	2.999935751	-2.9400081
-2.329707609	-3.346198418	2.99995825	-2.940017649
-2.355501708	-3.363231901	2.99997325	-2.940024014
-2.38138192	-3.380138174	2.99998325	-2.940028258
-2.407355441	-3.396927778	2.999989916	-2.940031087
-2.433402724	-3.41359149	2.99999436	-2.940032973
-2.459532515	-3.430127513	2.999997323	-2.940034231
-2.485752328	-3.44653601	2.999999298	-2.940035069
-2.51204955	-3.462813373	3.000000615	-2.940035628
-2.538424387	-3.478974502	3.000001932	-2.940036187
-2.564874506	-3.495025145	3.000004566	-2.940037304
-2.591398131	-3.510950856	3.0000151	-2.940041775
-2.618007896	-3.526742682	3.000099375	-2.940077539
-2.644702621	-3.542407522	3.014403034	-2.946134347
-2.671464614	-3.557949501	3.028715414	-2.952167852
-2.698300736	-3.573371949	3.057202583	-2.964090666
-2.725208463	-3.588667609	3.085736114	-2.975908484
-2.752186205	-3.603829821	3.105378857	-2.983966592
-2.779240539	-3.618875563	3.118520907	-2.989321442
-2.806363428	-3.633808499	3.127303981	-2.992884331
-2.833553064	-3.648612677	3.133169577	-2.99525774
-2.860820087	-3.663284396	3.137084007	-2.996839359
-2.888162498	-3.677826626	3.139695312	-2.997893384
-2.915568302	-3.69224543	3.141436933	-2.998595893
-2.943041402	-3.706546739	3.142598349	-2.999064153
-2.96195191	-3.716299672	3.143372776	-2.999376292
-2.974600843	-3.722780869	3.143889127	-2.999584369
-2.983052298	-3.727091977	3.14423339	-2.99972308
-2.988695283	-3.729961719	3.144462912	-2.999815551
-2.992461159	-3.731872924	3.144615933	-2.999877197
-2.994973479	-3.73314618	3.144717949	-2.999918294
-2.996649132	-3.733994623	3.144785961	-2.999945691
-2.997766579	-3.734560076	3.144831303	-2.999963956
-2.998511698	-3.734936966	3.144861531	-2.999976133
-2.999008511	-3.735188191	3.144881683	-2.99998425
-2.999339751	-3.735355659	3.144895118	-2.999989662
-2.99956059	-3.735467297	3.144904074	-2.99999327
-2.999707823	-3.735541719	3.144910046	-2.999995675
-2.999805981	-3.735591333	3.144914026	-2.999997279
-2.99987142	-3.735624408	3.14491668	-2.999998348
-2.999915047	-3.735646458	3.144918449	-2.99999906
-2.999944132	-3.735661157	3.144920373	-3.000000227
-2.999963522	-3.735670957	3.144934372	-3.000005474
-2.999976449	-3.73567749	3.144962679	-3.000016877
-2.999985067	-3.735681846	3.145019293	-3.000039681
-2.999990812	-3.735684749	3.145245734	-3.000130887
-2.999994642	-3.735686685	3.145698584	-3.000313263
-2.999997196	-3.735687976	3.149317274	-3.001769517
-2.999998898	-3.735688836	3.177996767	-3.0132401
-3.0000006	-3.735689696	3.206713703	-3.024595079
-3.000004005	-3.735691417	3.235480605	-3.035829372
-3.000010814	-3.735694858	3.26430481	-3.046945696
-3.00003805	-3.735708623	3.293172863	-3.057953246
-3.000092523	-3.735736153	3.322079726	-3.068853961
-3.001834823	-3.736616402	3.351026753	-3.079638299
-3.005318118	-3.738374631	3.380013912	-3.090301345
-3.01921514	-3.74536775	3.40905221	-3.100861789
-3.046933861	-3.759206528	3.438132779	-3.111323878
-3.074711627	-3.772918717	3.467246145	-3.121673013
-3.102555159	-3.786499102	3.496396142	-3.131897756
-3.130470164	-3.799948537	3.525606875	-3.142008058
-3.158445748	-3.813273212	3.554847416	-3.152004014
-3.186478297	-3.826479238	3.584119771	-3.161883678
-3.214574542	-3.839564307	3.613441191	-3.171640907
-3.242722286	-3.852516597	3.642808639	-3.181275367
-3.270930985	-3.865346505	3.672212643	-3.190797918
-3.299195749	-3.878063555	3.701656483	-3.200208289
-3.327496745	-3.890662282	3.731129961	-3.209493481
-3.355847621	-3.903148125	3.760640295	-3.218656666
-3.384257164	-3.915528417	3.790195323	-3.227711378
-3.412710212	-3.927804466	3.81978545	-3.236656168
-3.441205988	-3.939975718	3.849405038	-3.245479289
-3.469751814	-3.952036901	3.879052103	-3.254168183
-3.498343928	-3.963978309	3.908693133	-3.262693652
-3.526985006	-3.975817526	3.93837148	-3.271051152
-3.546682074	-3.983901154	3.958812427	-3.276697876
-3.559845643	-3.98927785	3.972495388	-3.280425233
-3.568635856	-3.99285661	3.981643809	-3.282892105
-3.5745025	-3.995239853	3.987753943	-3.284527677
-3.578416503	-3.99682751	3.991832381	-3.285613972
-3.581027136	-3.997885422	3.994553583	-3.286336327
-3.582768136	-3.99859046	3.996368718	-3.286817071
-3.58392906	-3.999060381	3.997579254	-3.287137198
-3.584703124	-3.999373614	3.998386477	-3.287350451
-3.585219217	-3.999582416	3.998924713	-3.287492546
-3.585563302	-3.999721607	3.999283577	-3.287587243
-3.585792702	-3.999814398	3.999522837	-3.28765036
-3.58594564	-3.999876256	3.999682351	-3.287692431
-3.586047601	-3.999917494	3.999788698	-3.287720476
-3.586115575	-3.999944986	3.999859597	-3.287739171
-3.586160892	-3.999963313	3.999906864	-3.287751634
-3.586191103	-3.999975532	3.999938375	-3.287759943
-3.586211244	-3.999983677	3.999959383	-3.287765482
-3.586224672	-3.999989108	3.999973388	-3.287769174
-3.586233623	-3.999992728	3.999982725	-3.287771636
-3.586239591	-3.999995141	3.99998895	-3.287773277
-3.58624357	-3.99999675	3.999993099	-3.287774371
-3.586246222	-3.999997823	3.999995866	-3.2877751
-3.58624799	-3.999998538	3.99999771	-3.287775586
-3.58624999	-4.000000747	4.000000445	-3.287776384
-3.586256831	-4.000002113	4.000117588	-3.28780719
-3.586270977	-4.000007834	4.000589676	-3.287931635
-3.586327559	-4.000030717	4.004362955	-3.288925478
-3.586440723	-4.00007648	4.011902238	-3.290906898
-3.587345885	-4.000442442	4.026951324	-3.294844419
-3.590964589	-4.001904058	4.056925986	-3.302616317
-3.648169152	-4.024693475	4.116314435	-3.317735842
-3.705565165	-4.046939873	4.175763127	-3.332475883
-3.763234427	-4.068652823	4.235357839	-3.346785684
-3.821106497	-4.089848679	4.295013239	-3.360614025
-3.879121862	-4.110526521	4.354725828	-3.373967156
-3.919170606	-4.124453557	4.41453139	-3.386802805
-3.946006986	-4.133625707	4.474412713	-3.399042739
-3.963957594	-4.139687713	4.53444933	-3.410705811
-3.975951571	-4.143704814	4.594630247	-3.421837167
-3.983959626	-4.146371867	4.654933718	-3.43238681
-3.989303727	-4.148144934	4.715280825	-3.442254214
-3.99286887	-4.149324748	4.775717922	-3.451453692
-3.995246706	-4.150110294	4.836346202	-3.460038218
-3.996832407	-4.150633545	4.897049163	-3.467955052
-3.997889755	-4.150982181	4.957805637	-3.475111251
-3.998594747	-4.151214516	5.018613533	-3.481481877
-3.999064785	-4.151369367	5.079613238	-3.487108839
-3.999378162	-4.151472583	5.140644502	-3.491956157
-3.999587088	-4.151541386	5.201702427	-3.495936703
-3.999726376	-4.151587252	5.262807723	-3.498982472
-3.999819236	-4.151617827	5.324043645	-3.501119686
-3.999881143	-4.15163821	5.385275792	-3.502347502
-3.999922415	-4.151651798	5.446494963	-3.502568911
-3.99994993	-4.151660857	5.507707271	-3.501692296
-3.999968273	-4.151666896	5.568994971	-3.499745149
-3.999980502	-4.151670922	5.63021528	-3.496751998
-3.999988655	-4.151673606	5.691351187	-3.49260054
-3.99999409	-4.151675395	5.752367528	-3.487182078
-3.999997713	-4.151676588	5.813372334	-3.480517143
-4.000001337	-4.151677781	5.874236289	-3.472644954
-4.000008584	-4.151680167	5.916064259	-3.466456372
-4.000023077	-4.151684938	5.944009181	-3.461941092
-4.000052064	-4.151694481	5.962660991	-3.458749306
-4.00016801	-4.151732651	5.975102842	-3.456539687
-4.000399898	-4.151808985	5.983401761	-3.455029949
-4.000863658	-4.151961626	5.988936193	-3.454006907
-4.001791112	-4.152266807	5.992626588	-3.453317447
-4.003645755	-4.152876759	5.995087185	-3.452854481
-4.007353986	-4.154095023	5.996727727	-3.452544352
-4.0147662	-4.156524967	5.997821485	-3.452336937
-4.029573459	-4.161358341	5.998550685	-3.452198366
-4.059117901	-4.170917606	5.999036831	-3.452105854
-4.117927728	-4.189593432	5.999360934	-3.452044121
-4.17686732	-4.207812572	5.999577004	-3.452002939
-4.235936003	-4.225541157	5.999721053	-3.451975473
-4.295162867	-4.24281969	5.999817085	-3.451957158
-4.354530309	-4.259680914	5.999881107	-3.451944945
-4.414006616	-4.27608646	5.999923789	-3.451936802
-4.473611675	-4.292002956	5.999952243	-3.451931373
-4.533406166	-4.307453745	5.999971213	-3.451927754
-4.593309234	-4.322462583	5.999983859	-3.451925341
-4.653286577	-4.33703224	5.99999229	-3.451923732
-4.713405851	-4.351148307	5.999997911	-3.451922659
-4.773649289	-4.364799437	6.000001658	-3.451921944
-4.834010627	-4.378025876	6.000005405	-3.451921229
-4.894469579	-4.390838616	6.000020393	-3.451918369
-4.955003883	-4.403205363	6.000050369	-3.451912648
-5.01563071	-4.415120958	6.000110321	-3.451901206
-5.076371077	-4.426628394	6.000350116	-3.451855428
-5.137215253	-4.437742099	6.000829661	-3.45176382
-5.198126044	-4.448423205	6.001788583	-3.451580393
-5.259078777	-4.458659387	6.003705744	-3.451212697
-5.320156859	-4.468501216	6.007537338	-3.450473931
-5.381302835	-4.477958758	6.015189576	-3.448982839
-5.442500951	-4.487003898	6.075368719	-3.436489619
-5.503749724	-4.495619233	6.135278627	-3.422579818
-5.565104337	-4.503839341	6.19481546	-3.407147912
-5.626497805	-4.511677675	6.253927573	-3.390123659
-5.687931979	-4.519112741	6.312687685	-3.371508134
-5.749418984	-4.526123063	6.370969902	-3.351357549
-5.81099916	-4.532737704	6.428695095	-3.329632496
-5.872599337	-4.538980925	6.485846484	-3.306237273
-5.914938813	-4.543049481	6.542382495	-3.281140854
-5.943235323	-4.54566421	6.598216217	-3.254446308
-5.962132389	-4.547362415	6.653224597	-3.226105857
-5.974744923	-4.548473735	6.707329153	-3.195962394
-5.983159325	-4.54920508	6.760450377	-3.164054373
-5.98877162	-4.54968837	6.81260484	-3.130525753
-5.992514348	-4.550008654	6.863810351	-3.09542505
-5.995010034	-4.550221324	6.914019429	-3.058764962
-5.996674061	-4.550362724	6.963178007	-3.020571655
-5.997783518	-4.550456822	7.011135961	-2.980958255
-5.998523203	-4.550519478	7.057829686	-2.940207172
-5.999016347	-4.550561216	7.103527614	-2.898247799
-5.999345119	-4.550589026	7.148214575	-2.855021367
-5.999564304	-4.55060756	7.191837688	-2.810521231
-5.999710429	-4.550619912	7.234307892	-2.764806872
-5.999807847	-4.550628146	7.275416585	-2.718427286
-5.999872793	-4.550633635	7.315516897	-2.671497256
-5.99991609	-4.550637294	7.354848421	-2.623866616
-5.999944955	-4.550639733	7.393430535	-2.575335843
-5.999964198	-4.550641359	7.431088298	-2.525933084
-5.999977027	-4.550642443	7.467642119	-2.475733106
-5.999985579	-4.550643166	7.503098174	-2.424604314
-5.999991281	-4.550643647	7.537322394	-2.373487746
-5.999995082	-4.550643968	7.571046468	-2.322017619
-6.000001116	-4.550644954	7.604314533	-2.27006304
-6.000006486	-4.550644932	7.636933808	-2.217801728
-6.000249752	-4.550665483	7.668841416	-2.165138493
-6.00219545	-4.550829662	7.700162782	-2.111760022
-6.006085911	-4.551156889	7.721249173	-2.074805915
-6.01386308	-4.551806815	7.735128613	-2.049993605
-6.075623639	-4.556767544	7.744298248	-2.033375193
-6.137390141	-4.561368171	7.750373344	-2.02226374
-6.199180715	-4.565597234	7.754408647	-2.014849289
-6.261017095	-4.569437477	7.757097139	-2.009901552
-6.322907863	-4.572906373	7.758888875	-2.006600835
-6.384791188	-4.576027701	7.760083207	-2.004399451
-6.446692368	-4.578792566	7.760879362	-2.002931535
-6.508621825	-4.581181789	7.761410102	-2.001952779
-6.570597454	-4.583211945	7.761763915	-2.00130021
-6.632563294	-4.584906419	7.761999785	-2.000865136
-6.694536108	-4.586256175	7.762157029	-2.000575074
-6.756523665	-4.587243156	7.762261857	-2.000381693
-6.818549501	-4.587882177	7.762331742	-2.00025277
-6.880561479	-4.588196267	7.762378331	-2.00016682
-6.942571001	-4.588177222	7.762409391	-2.00010952
-7.004584812	-4.587807756	7.762430097	-2.00007132
-7.066629402	-4.587100186	7.762443902	-2.000045853
-7.12865503	-4.586077561	7.762453105	-2.000028875
-7.190669976	-4.584733317	7.76245924	-2.000017556
-7.252681015	-4.583050333	7.76246333	-2.00001001
-7.314715742	-4.581037777	7.762466057	-2.000004979
-7.376725896	-4.578719238	7.762467874	-2.000001626
-7.438718192	-4.57609045	7.762469692	-1.999998272
-7.500699936	-4.573133762	7.762473328	-1.999991565
-7.562698537	-4.569854655	7.76248787	-1.999964735
-7.62466681	-4.566277905	7.762516955	-1.999911077
-7.686611133	-4.562402022	7.762982104	-1.999052811
-7.748539779	-4.558208704	7.763911822	-1.997336767
-7.810476032	-4.553700349	7.767619322	-1.990485789
-7.872379128	-4.548901205	7.782268868	-1.963281504
-7.91485538	-4.545438681	7.810974826	-1.909237194
-7.943209036	-4.543048689	7.839216606	-1.854941485
-7.962127682	-4.541418197	7.866804648	-1.800874236
-7.974747448	-4.540314094	7.893931379	-1.746808896
-7.983163691	-4.539570196	7.920466983	-1.692726374
-7.988775883	-4.539070766	7.946371049	-1.638801415
-7.992517949	-4.53873625	7.964139574	-1.601385026
-7.995012929	-4.538512545	7.976045977	-1.576154436
-7.996676368	-4.538363098	7.984010315	-1.559197207
-7.997785381	-4.538263329	7.989331554	-1.547828508
